station_code,tempurature,dis_oxy,ph,conduct,bod,nit,coli,total_coli,potable
623,26.3,3.7,7.7,32005,1.2,0.9,40000,60392,0
624,29.2,6.1,7.6,281,1.2,0.7,384,718,1
625,26.6,6.7,7.6,106,0.5,2.5,44,71,1
626,30.4,7.6,7.1,58,1.2,0.1,163,961,1
627,25.5,1.9,7.7,2941,26.9,2.8,10875,37375,0
628,25.1,7.4,7,35,0.1,0,165,409,1
629,28.9,6.4,7.2,63,1.3,0.4,121,535,1
630,28.8,5.4,6.7,65,1.1,0.3,60,144,1
631,29.3,5.6,7.3,90,1.6,0.4,268,705,1
632,29.5,7.1,8,728,1.2,0.4,374,697,1
633,28.4,5.9,6.8,13953,1.5,0.4,70,166,1
634,26.9,7.4,6.9,57,1.1,0.3,70,159,1
635,25.8,7.2,7.2,41,0.7,0.2,441,658,1
636,26.6,6.5,7.4,71,0.6,0.3,4192,7018,0
637,25.3,6.8,7.1,81,0.8,0,389,1268,1
638,28.2,6.8,6.9,68,1.7,0.1,449,660,1
640,27.6,6.4,7.7,100,0.6,0.9,56,88,1
641,29,7.3,6.9,96,1.9,0.2,89,825,1
642,27.5,6.8,6.6,49,0.5,0.4,1719,2950,1
643,30,5.6,7.2,24360,2.1,0.3,92,447,1
644,27.8,6.9,6.8,59,0.6,0.5,1916,3375,1
645,30.2,7.1,6.8,14410,1.8,0.1,65,468,1
646,30.8,6.2,7.2,22757,1.5,0.1,98,542,1
647,25.3,6.7,7.1,66,0.6,0,222,626,1
648,25.3,7.2,7,59,0.6,0,165,433,1
649,25.8,6,7.6,120,1.3,1.1,212,523,1
650,27.2,5.2,6.8,55,0.6,0.7,171,313,1
651,28.1,4.8,6.8,86,0.7,0.8,208,332,1
652,28.3,3.9,6.9,62,0.5,0.7,155,284,0
653,28.1,5,6.9,3185,1.8,0.4,290,667,1
654,27.7,7,7,36,1.1,0.2,276,541,1
655,28,6.3,6.9,64,1.2,0.3,381,815,1
656,28.2,6.2,6.9,86,1.3,0.2,372,1007,1
657,28,5.7,6.8,2640,1.9,0.5,385,759,1
658,28.1,5.7,6.9,53,3.1,0.4,574,1205,0
659,28.1,6.6,7.1,2007,1.3,0.2,356,785,1
660,28.1,6.6,7,46,1.3,0.3,228,472,1
661,27.3,6.5,6.5,43,0.9,0.4,87,188,1
662,28.3,6.7,6.3,54,0.9,0.1,136,610,1
663,29.1,4.3,7.2,113,1.8,0.4,188,796,1
664,28.7,4.6,6.7,12561,1.5,0.6,72,171,1
665,28.5,7.7,6.9,61,1.6,0,88,554,1
666,26.6,5.8,6.5,61,1,0.4,70,151,1
667,31,4.5,6.9,1614,2.1,0.6,131,230,1
668,30.5,6.9,7.2,20950,1.3,0.2,113,643,1
669,28.8,6.6,7,14487,0.9,0.3,55,103,1
670,25.3,6.9,7.5,54,0.6,0,319,1633,1
671,25.9,5.5,7.6,569,1.3,0.9,18,141,1
672,26.5,5.4,7.8,310,0.8,2.4,7,107,1
673,18.9,7.1,7.8,516,0.7,0.5,2,1238,1
674,20.5,6.9,8,505,0.9,0.7,2,1563,1
675,27.1,7.3,7.3,109,2.4,3.4,18,65,1
676,26.3,7.5,7.5,83,2.1,2,22,74,1
677,29.1,6.4,7.2,102,1,0,137,1223,1
678,28.4,6.5,7.1,92,1,0,155,1342,1
679,24.7,7.7,7.9,232,1.3,0.8,30790,40500,0
680,24.4,7.5,7.8,519,2.1,0.7,38700,53556,0
681,22.7,7.3,7.2,103,0.7,1.7,4871,13810,0
682,24.8,7.4,7.9,196,0.7,0.6,5323,15213,0
683,24,7.4,7.8,244,1.9,1,20880,12473,0
684,22.8,7.5,8,243,1.7,0.9,8780,30319,0
685,26.8,7.2,8,296,1.5,0.7,1468,4314,1
686,27.4,6.6,7.8,25034,1.5,0.9,1671,4224,1
687,25.3,7.5,7.9,194,1,1,2906,8559,0
688,27.1,7.4,7.9,170,0.8,0.9,4948,16709,0
694,29.3,6.5,7.4,1063,2,0.6,177,374,1
695,22.8,6.8,6.6,63,2.9,0.1,11,36,1
696,24.5,6.6,6.4,101,2.5,0.2,13,41,1
697,25.5,6.6,6.5,136,2.5,0.2,13,45,1
698,29,6.7,6.9,226,2.2,0.2,12,38,1
699,23.8,6.7,6.3,72,2.7,0.2,9,32,1
700,22.8,6.7,6.4,61,4.6,0.1,10,34,0
701,29,6.6,7.2,1300,2.7,0.2,21,60,1
702,29,6.7,7,461,2.5,0.1,17,51,1
703,23,6.6,6.2,69,2.5,0.1,11,38,1
704,29,6.8,6.9,241,2.5,0.1,14,48,1
705,25.7,6.5,6.6,159,2.4,0.2,11,41,1
706,25.7,6.6,6.7,170,2.5,0.2,10,34,1
707,24.3,0.9,7.6,2039,104.5,0.9,272521616,511090873,0
733,25.5,7.2,7.5,119,2.3,3.8,33,74,1
734,25.1,7.2,7.5,120,2.3,4.1,31,67,1
735,25.2,7.5,7.3,82,1.8,2.8,30,70,1
736,23.2,7.5,7.5,111,2.4,3,293,506,1
737,20.1,5.3,3.3,831,7.7,3.2,18,36,0
738,18.3,7.2,7.2,56,1.7,2.6,21,42,1
739,19.3,7.5,7.2,66,1.6,2.5,22,44,1
740,24,7.8,7,74,2.3,4.3,28,108,1
741,20.5,6.7,2.7,1350,3.3,1.1,7,16,0
742,21.2,7.3,6.6,274,2.5,2.4,176,386,1
743,26.3,7.4,7.3,67,1.8,2.5,25,55,1
744,25.5,7.2,7.4,82,2,2.8,26,61,1
745,20,7.3,7.1,55,1.9,2.5,24,53,1
746,20.3,7.3,7.1,57,2,2.4,24,50,1
747,19.4,6.6,7.1,114,2.6,2.8,2142,3108,1
748,21,7.3,5.6,56,1.8,2.1,16,34,0
749,19.2,5.1,7,105,3.6,4.7,351,780,0
750,18.3,7.3,7.1,51,1.6,2.4,19,40,1
751,19.6,7.7,7.2,50,1.6,2,19,36,1
752,23.7,7.6,7.3,115,2.1,3.7,301,528,1
753,18.2,6.2,7,81,2.4,5.1,36,79,1
754,18.8,7.2,7.1,66,1.9,3.4,28,63,1
755,18.9,7.4,7.1,57,1.5,2.9,13,40,1
756,25.1,7.5,7.4,144,1.7,3.5,26,59,1
757,18.8,7.1,7.1,63,1.9,5.6,22,48,1
758,20.2,7.3,7.2,65,1.9,3.3,24,48,1
759,20,7.3,7.3,65,2,3,25,54,1
760,18.5,1.5,6.9,345,33.9,16.9,23232,34251,0
761,18.8,3.9,7.1,233,17,10.5,13174,22223,0
762,18.3,1,7.2,376,57.2,20.3,48665,83554,0
763,18.5,0.9,7.2,506,61.1,19.6,64250,106333,0
764,18.2,7.2,7,66,1.9,3.7,28,60,1
765,22.1,7.7,7.2,62,1.6,3,27,59,1
766,17.6,7.3,6.9,61,2.2,2,25,52,1
767,18.7,1.2,7.1,380,45.7,15.6,51583,94083,0
768,18.7,3.2,7.1,258,23.5,10.3,31833,54083,0
769,23.1,7.2,7.2,124,6.9,4.5,348,552,0
770,22.6,7.2,7.1,65,2.1,2.4,56,120,1
771,20,7.5,7.3,64,1.9,3.3,21,42,1
772,19.9,7.6,7.3,65,1.9,3.8,21,43,1
774,24.4,7.2,7.3,275,1.5,0.1,4,68,1
777,27.3,6.2,7.8,165,2.1,0,282,340,1
778,29.1,6.4,7.8,158,4.1,0.5,458,500,0
779,26.6,6.6,7.9,210,4.2,1.9,510,572,0
781,27.1,7.3,7.9,693,0.5,1,161,173,1
1078,27,4.8,7.2,5429,8.4,2.08,177,408,0
782,27.3,5,7.6,1676,1.8,8,329,174,1
784,24.5,6,7.7,1863,8.6,1,47,1183,0
786,27.5,5.3,7.8,817,2.8,1,9,23,1
788,28.4,4.5,8.3,1287,1.5,11,116,5,1
790,27.6,6.8,8.2,1862,2.5,0.87,7,64,1
793,27,6.7,8.1,2520,7.2,1,6,41,0
796,30,5.6,7.5,41,2,0.08,7022,13410,0
797,30.4,5.5,6.7,209,0.8,0.17,1893,2915,1
798,30.8,5.5,7.1,123,1.5,0.09,3293,6264,0
799,30.3,5.3,7.3,182,1.5,0.08,1976,3080,1
800,30.1,6,7.6,100,1.2,0.17,5129,6086,0
801,29.9,5.7,6.9,111,1,0.14,939,3061,1
802,29.1,6.4,7.1,140,1.1,0.1,4464,7908,0
803,29.9,6.2,7.8,44,2,0.06,9429,9320,0
804,29.8,6.1,7.6,43,1.8,0.06,6668,9554,0
805,27.9,7,6.9,64,1.1,0.09,1641,2841,1
806,28.2,6.6,6.5,62,1,0.14,4073,7190,0
807,29.6,7,6.8,304,2,0.49,12140,23867,0
808,28.8,7,7,55,1.2,0.66,1298,2813,1
809,29.5,6.3,7.6,213,1.5,0.06,3803,7069,0
810,29.8,6.7,6.8,83,1.2,0.17,2140,3559,1
811,29.7,7.1,6.6,76,1,0.12,2367,3527,1
812,28.7,6.7,6.6,107,1.3,0.22,2461,3757,1
813,27.9,7.2,6.7,89,0.9,0.06,832,1996,1
814,29.3,4.2,6.7,192,2,0.16,4448,9286,0
815,28.6,6.3,6.6,79,1.6,0.19,2830,6054,0
816,29.8,5.6,7.7,142,1.7,0.14,1831,3644,1
817,28.6,2.8,6.4,424,3.2,0.35,12658,21036,0
818,30.6,5.2,7.1,306,2.6,0.34,1411,1525,1
819,30.3,5.6,7.7,40,1.5,0.07,4153,7130,0
820,30.4,5.5,7.7,40,1.5,0.08,7086,12282,0
821,29.6,6.9,6.7,63,0.9,0.21,691,1132,1
822,29.6,6.3,7.6,227,1.7,0.08,3622,3612,1
823,29.5,7.1,6.6,68,1.1,0.13,4124,8167,0
824,26.7,6.9,7.7,121,3.3,1,77,163,0
825,29.3,7.2,8.2,112,3.3,1,39,94,0
826,28,6.9,7.7,103,3.7,0.57,48,103,0
827,28.2,6.9,7.6,104,3.5,0.75,37,79,0
828,26.5,6.4,7.4,1003,4.3,2.89,524,753,0
829,20.7,6.3,8.3,408,2.7,1.58,64,157,1
830,27.2,6.7,7.8,105,3.6,1,43,89,0
831,27.5,6.3,7.6,209,4.4,1.86,48,98,0
832,26,5.9,7.6,13768,5,1.79,166,300,0
833,26.5,7.3,7.7,86,3.2,1,50,93,0
834,27,3.6,7.4,6487,30.5,1.5,534,745,0
835,27.3,6.3,8.3,999,3.3,1.78,4,112,0
836,28.7,7.2,7.7,125,3.3,1,39,89,0
837,28.4,7.1,7.5,127,3.4,4.4,17,63,0
838,28.7,7.1,7.4,5300,38,1,388,667,0
839,28.7,7.2,7.6,127,3.2,1,22,51,0
840,28.7,7,7.6,126,3.3,1,20,63,0
841,28.7,7.2,7.6,126,3.4,1.89,29,64,0
842,28.7,7.1,7.8,112,3.2,0.63,43,88,0
843,29.3,6.8,7.7,9590,3.6,4.57,3,124,0
844,28.3,6.8,7.4,174,3.7,2.26,4,124,0
845,28.7,6.8,7.6,2572,3.3,4.22,4,118,0
846,29.2,6.7,7.8,6030,4.4,4.78,4,138,0
847,28.7,6.8,7.7,7207,3.9,4.25,3,120,0
848,27.2,6.8,8.1,167,3.8,1,32,85,0
849,27.2,6.8,8,173,3.5,1,53,98,0
850,27.2,7,8,168,3.6,1,44,83,0
851,28,6.9,7.9,131,3.5,0.75,41,96,0
852,26.2,7,7.6,125,3.5,0.6,33,63,0
853,26.2,7.2,7.5,132,3.3,0.9,38,88,0
854,28.2,7.2,7.7,119,3.3,1,35,68,0
855,24.5,6.9,7.5,159,2.8,1,3,82,1
856,24.5,6.7,7.7,141,3.3,3,4,90,0
857,24.5,7.3,7.7,132,2.9,2,3,88,1
858,24,6.4,7.3,76,1.7,0.62,199,788,1
859,24.9,6,7.1,85,1.7,0.53,262,538,1
860,24.3,6.3,7.1,69,1.3,0.57,248,593,1
861,24.8,6.5,7.3,76,1.6,0.55,226,545,1
862,26.4,6.7,6.6,60,1.2,0.34,228,435,1
863,27,7,6.6,3544,1.5,0.37,208,435,1
864,26.6,6.7,7.3,51,0.8,0.35,547,1567,1
865,28.6,6.9,7.7,107,0.7,0.46,255,443,1
866,28.8,6.7,7.9,173,0.9,0.56,191,426,1
867,28,5.6,6.9,126,1.2,0.67,266,990,1
868,27.4,7.3,7.4,70,0.8,0.31,2984,4208,1
869,27.5,6.9,7.4,12754,0.8,0.29,1807,2557,1
870,26.8,7.1,7.4,80,0.6,0.5,1921,2831,1
871,30,7.2,6.9,62,1.3,0.11,33,150,1
872,28.8,3.4,6.7,2965,2.3,1.11,271,1236,0
873,27.4,6.1,7.2,15871,0.9,0.25,1667,2975,1
874,24.8,6.4,7.2,120,1.9,0.77,258,618,1
875,23.6,6.2,7.2,7448,2,1.01,184,483,1
876,29.8,6.6,6.9,77,1.6,0.29,264,756,1
877,30.2,6.8,7,72,1.7,0.2,249,785,1
878,28.2,2.9,6.7,305,2.2,1.28,403,1623,0
879,27.7,3,6.6,86,2,0.39,357,1319,0
880,23.9,6.7,7.1,79,1.6,0.34,313,738,1
881,27.4,3.6,7.3,32790,2.6,0.59,64259,112867,0
882,27.8,6.1,7.8,2905,1.3,0.54,422,997,1
883,26.4,6.9,7.4,112,0.5,0.35,50,67,1
884,29.6,7,6.9,51,1.1,0.18,44,317,1
885,27,3.1,7.2,1416,13.2,4.41,2992,19917,0
886,26.3,7,7.1,30,0.5,0.32,211,496,1
887,30,6.1,7,59,1.8,0.58,89,282,1
888,28,6,6.4,61,2.1,0.28,87,300,1
889,30.1,6.3,7,105,2.8,0.37,142,543,1
890,27.9,6.9,8.1,502,0.9,0.72,382,615,1
891,27,5.9,6.7,14662,1.5,0.52,144,377,1
892,26,7.8,6.8,49,1.4,0.3,122,319,1
893,27.7,7.1,7.4,380,1,0.14,1527,66382,0
894,27.1,7.3,7.2,67,0.9,0.38,6490,3471,1
895,26.5,6.2,7.2,51,0.8,0.23,331,942,1
896,28.5,7.2,6.8,69,1.2,0.45,706,941,1
897,28.7,6.9,6.7,75,2.5,0.4,526,701,1
898,25.7,6.3,7.4,113,0.6,0.88,98,128,1
899,29.3,7.6,6.8,79,1.6,0.31,48,109,1
900,27,7,7.2,57,0.6,0.46,2117,3558,1
901,30.9,5.9,7,22576,1.5,0.35,42,253,1
902,27.1,6.8,7.2,105,0.6,0.39,1200,2392,1
903,30.3,6.3,6.7,2315,1.3,0.17,55,278,1
904,30.4,6.4,6.9,18569,1,0.27,40,277,1
905,26.2,6.6,7.3,45,0.6,0.39,228,940,1
906,26.2,6.9,7.2,42,0.5,0.18,151,774,1
907,25.1,6,7.3,92,1.7,0.56,256,597,1
908,27.4,6.1,7.2,59,0.7,1.04,181,311,1
909,28.1,4.5,6.9,1190,0.7,1.17,218,388,1
910,28.3,4.2,7,69,0.6,1.04,240,420,1
911,28.2,6,7,5569,2.2,0.68,473,1894,1
912,27.2,7.3,7,34,1,0.27,234,927,1
913,27.4,6.3,7,44,1.6,0.32,487,1876,1
914,28.2,6.4,7.2,49,1.4,0.23,362,1357,1
915,27.9,5.9,7,3272,2.2,0.62,330,1284,1
916,27.3,4.6,7,65,1.7,0.28,631,1937,1
917,28.2,6.5,6.9,4650,2,1,340,1573,1
918,28.2,6.5,7,42,1.4,1,249,1221,1
919,26.7,6.4,6.4,45,1.2,1,142,376,1
920,28,6,6.1,56,1.2,0,136,438,1
921,29.7,5.3,6.8,99,2.8,0.79,106,523,1
922,28.2,3.6,6.5,22131,1.8,0.95,105,261,0
923,28.9,6.9,6.7,66,1.8,0,93,205,1
924,26.4,6,6.6,67,1.5,3.69,168,398,1
925,30,4.9,6.8,9107,1.6,1,208,614,1
926,30.8,6.3,7,18931,1.4,1,34,201,1
927,27.8,6.6,6.8,15525,1.1,0.06,149,347,1
928,26.7,7.1,7.5,46,0.8,1,239,1097,1
929,27,6,7.3,432,1.2,3,3,78,1
930,26.8,6.1,7.7,328,1.2,1,3,211,1
931,19,5.8,7.8,707,0.6,0.85,2,1100,1
932,21.4,6.1,8,674,0.9,1,2,1260,1
933,27.1,7.3,7.3,164,2.3,1,115,336,1
934,26.3,7.6,7.4,122,2.4,1,223,834,1
935,28.3,6.5,7.1,95,1,0,156,212,1
936,27.9,6.5,7.1,56,1,0,30,79,1
937,23.4,7.5,7.8,237,1.4,0.89,8281,18918,0
938,23.5,7.6,7.6,3688,2.3,2.66,19264,32918,0
939,22.4,7.3,7.5,82,1.2,1.58,15816,17512,0
940,26.8,7.5,8,202,1.4,1.89,11771,23191,0
941,26.5,7.3,7.9,232,2.9,2.23,9026,30836,0
942,22,7.4,7.9,246,2.3,1.9,1850,3900,1
943,27.6,6.9,8.1,3960,2,2.26,19058,22523,0
944,26.8,7,8,28222,1.8,2.54,16613,10469,0
945,25.6,7.2,7.8,201,1.3,1.59,29937,31034,0
946,26.5,7.3,8,221,1.2,2.26,16103,5289,0
952,27.8,6.7,7.5,1088,1.7,0,194,474,1
953,23.4,7.2,6.5,73,3.1,0,19,59,0
954,25.4,6.7,6.3,98,3.3,1.5,21,74,0
955,26.3,6.3,6.5,143,4,4,38,124,0
956,29,6.6,6.9,260,5.4,1,17,53,0
957,24.6,7.1,6.3,71,3.5,1,24,82,0
958,23.5,6.9,6.3,65,3.5,0,17,52,0
959,29,7.3,7.1,607,3.6,0.88,33,104,0
960,27,6.1,7,446,5.2,0.56,26,77,0
961,24,6.9,6.4,94,3.2,1.59,20,65,0
962,28.7,6.8,6.8,451,9.4,0.55,22,58,0
963,26.3,6,6.6,169,3.9,2,22,84,0
964,25.7,6.5,6.7,187,3.3,3,32,113,0
965,26.8,3.4,7.8,2577,164.9,1.5,148825783,160405392,0
966,23.3,5.5,7.2,636,9.7,4,1328,4975,0
967,22.8,4.7,7.3,1088,23.8,4,28250,56000,0
968,23.3,5.3,7.2,689,11.3,4,1350,6025,0
969,21.8,4.9,7.3,1267,23.5,3,24750,54250,0
970,24.3,5.3,7.4,852,13,4,13775,26750,0
971,23.5,4.9,7.5,977,16.5,5,12375,30500,0
972,24,4.4,7.4,1256,24.8,6,25250,55250,0
973,23.5,4.8,7.2,1021,20.3,4,22875,43700,0
974,23.3,5.1,7.3,971,14.8,5,2125,8425,0
975,22.5,4.6,7.4,1284,24.3,4,21500,50000,0
976,26,4,7.4,1096,26,3,31750,57500,0
977,25.8,4.4,7.3,1002,21.5,4,21000,43750,0
982,30.7,4.8,7.6,295,0.8,0,4,9,1
983,20.3,7.1,7.5,293,1.3,0,9,19,1
984,20.7,7.1,7.5,316,1.4,0,13,22,1
985,20.8,6.6,7.5,274,1.6,0,14,24,1
986,20.6,4.9,7.4,407,16.3,0,51,120,0
987,28,4.9,8.3,603,1,0,4,5,1
988,23.4,5.5,7.4,138,0.8,0,4,6,1
989,25.3,5.5,8.1,625,1.1,0,4,6,1
990,31.1,5,7.3,305,1.7,0,4,12,1
991,26.3,5.6,8.1,552,1.1,0,4,6,1
992,22,7.3,7.3,402,2.1,0,4,32,1
993,24.4,7.2,7.3,99,2.2,1,26,57,1
994,23.7,7.2,7.4,102,2.2,1,25,56,1
995,24.6,7.6,7.2,72,1.8,2.56,24,57,1
996,23.1,7.1,7.5,131,2.2,3.2,239,413,1
997,21.7,5.2,2.9,682,7.8,1.5,16,30,0
998,18.2,7.3,7.1,47,1.3,2,15,48,1
999,18.8,7.6,7.2,52,1.2,2,16,36,1
1000,23.8,8,6.9,64,1.8,3.38,23,49,1
1001,17.8,7.9,7.3,46,1.4,1,12,29,1
1002,18.7,7.4,7.2,53,1.9,3,14,32,1
1003,18.8,7.7,7.2,55,1.6,3,15,63,1
1004,21.3,6.8,2.7,1074,3.2,2.33,4,11,0
1005,22.6,7.1,6.5,237,3.8,4.56,674,1072,0
1006,25.2,7.8,7.2,50,1.6,1.77,20,41,1
1007,24.8,7.3,7.3,71,2,2.66,21,47,1
1008,19.9,7.3,7,91,1.8,3.3,20,45,1
1009,20.7,7.4,7.1,49,1.7,2.44,19,42,1
1010,20.6,6.5,7.1,99,2.7,3.56,1967,2722,1
1011,21.5,7.5,5.7,50,1.5,2.21,10,23,0
1012,17.7,5.8,6.9,68,3.1,4.9,197,463,0
1013,17.9,6.9,7.2,44,1.4,2.66,14,33,1
1014,23.9,7.8,7.3,93,1.9,2.99,264,444,1
1015,18,6.6,7,66,2.3,4,29,63,1
1016,18.4,7.6,7.1,53,1.7,3,23,53,1
1017,18.8,7.8,7,47,1.4,2,8,35,1
1018,24.8,7.7,7.4,128,1.6,3.32,25,56,1
1019,19.3,7.1,7,54,1.8,2.58,20,43,1
1020,20.6,7.4,7,69,1.6,3.3,17,87,1
1021,20.7,7.5,7.2,58,1.6,2.25,21,46,1
1022,18.4,3.1,7.2,401,21.8,19,22556,31444,0
1023,19.1,4.7,7.2,202,13.6,15,13444,20056,0
1024,19.7,2.1,7.2,303,37.2,18.2,39444,62333,0
1025,20.1,1.8,7.2,394,40.6,15.4,57222,96944,0
1026,17.6,7.2,6.9,55,1.7,3.04,26,56,1
1027,22.7,7.9,7.1,55,1.2,3.55,23,50,1
1028,17.9,6.9,6.9,52,2.2,3.48,1576,45,1
1029,18.9,1.9,7,306,34.2,17.9,48278,85667,0
1030,19.4,4.5,7.1,196,15.5,11,48611,43333,0
1031,23.7,7.2,7.1,107,6.7,5.56,303,476,0
1032,22.7,7.5,7,82,2.1,3.02,45,122,1
1037,27.4,6.6,7.7,165,1.7,0,280,325,1
1038,21.9,6.7,7.8,167,4.8,1,440,520,0
1039,27.5,6.6,7.7,183,3.7,1.55,415,575,0
1041,28,7.2,7.4,319,0.7,0.18,5,10,1
1042,27,6.2,8.4,894,9,0.38,140,350,0
1043,30,2.2,8,1835,17.9,0.86,10478,25478,0
1044,31,2,7.7,3165,32.3,3.44,11498,15173,0
1045,29,2.4,7.6,1500,6.2,1.31,3,13,0
1047,30,6.1,6.8,408,1.3,0.17,1300,3808,1
1048,30,5.5,6.9,143,1.3,0.09,4100,11113,0
1049,29,5.4,7.2,60,1.5,0.08,428,2309,1
1050,29,5.8,7.2,34,5.3,0.17,855,3322,0
1051,29,5.9,6.7,125,1.5,0.14,1638,5793,0
1052,28,6.4,6.7,175,1.3,0.1,772,3636,1
1053,30,6.2,7.7,39,1.3,0.06,1296,4517,1
1054,30,6.1,7.8,39,1.5,0.06,1032,5840,0
1055,27,7.3,6.9,61,0.7,0.09,1430,4388,1
1056,28,6.8,6.6,71,1.5,0.14,2495,3949,1
1057,29,7.4,6.5,129,2.3,0.49,5868,16691,0
1058,28,7,6.8,503,1.6,0.66,965,2404,1
1059,29,6.3,7.5,31,1.6,0.06,1466,4267,1
1060,29,7.1,6.8,70,0.8,0.17,716,3567,1
1061,30,7.3,6.8,69,1.2,0.12,457,2446,1
1062,28,6.7,6.6,118,1,0.22,1104,3496,1
1063,28,7.4,6.8,80,1.3,0.06,274,1404,1
1064,29,4.5,6.6,250,2.4,0.16,1572,5889,0
1065,28,6.1,6.9,74,1.8,0.19,1074,3937,1
1066,30,5.9,7.3,44,1.6,0.14,962,2794,1
1067,30,2.4,6.5,195,4.8,0.35,7980,14217,0
1068,31,4,6.8,207,1.8,0.34,818,2280,1
1069,29,5.4,7.6,40,1.6,0.07,290,1330,1
1070,30,5.3,7.6,41,1.4,0.08,952,2517,1
1071,29,7,6.9,54,0.8,0.21,667,3059,1
1072,29,5.9,7.7,44,2.1,0.08,1200,831,1
1073,29,7.1,6.5,60,1.7,0.13,2926,8163,0
1074,29,6.9,7.7,99,3.3,0.56,53,123,0
1075,30,6.6,7.9,123,3.2,0.52,44,104,0
1076,27,6.6,7.7,220,3.6,0.65,25,77,0
1077,27,6.8,7.7,219,3.4,0.63,23,75,0
1079,23,6.4,8,493,4.2,3.91,17,68,0
1080,29,6.8,7.6,100,3,0.54,124,295,0
1081,29,6.7,7.5,316,4.6,0.6,47,132,0
1082,28,5.8,7.9,37227,9.5,1.42,231,451,0
1083,29,6.9,7.7,84,3.1,0.42,69,168,0
1084,25,4.9,7.6,21254,55.5,2.18,560,964,0
1085,28,6.9,7.9,312,2.7,1.58,4,107,1
1086,29,6.8,7.5,146,3,0.6,124,241,0
1087,29,6.7,7.3,127,2.9,0.59,100,209,1
1088,29,5.6,6.9,432,4.5,1.72,58,173,0
1089,29,6.5,7.3,126,3,0.59,132,284,0
1090,30,7.1,7.5,128,3,0.6,136,297,0
1091,30,6.4,7.3,129,3.1,0.6,68,191,0
1092,29,6.9,7.7,129,2.9,0.55,135,268,1
1093,25,7,7.9,153,2.9,0.55,30,86,1
1094,30,6.4,7.6,10165,3.7,2.14,5,139,0
1095,30,6.9,7.7,307,2.8,3.6,4,123,1
1096,31,6.3,7.7,322,3.5,1.1,4,116,0
1097,30,6.5,7.5,5835,3.4,1.72,4,126,0
1098,30,6.3,7.4,9245,4.7,2,4,134,0
1099,28,6.5,8.1,1907,4,0.55,46,115,0
1100,28,7,8,1896,3.5,0.64,190,245,0
1101,28,7,8,206,2.9,0.56,31,74,1
1102,27,6.8,7.8,239,3.3,0.56,33,77,0
1103,27,6.4,7.6,152,3.2,0.96,62,142,0
1104,26,6.7,7.7,146,3,0.89,30,73,0
1105,27,6.7,7.6,137,2.9,0.76,24,64,1
1106,28,6.6,7.8,228,3.5,0.57,30,79,0
1107,23,7,7.7,409,2.4,0.93,4,112,1
1108,22,6.8,7.6,263,2.9,0.81,4,123,1
1109,23,6.9,7.5,338,2.3,3.93,4,108,1
1110,26,7,7.2,79,0.8,0.62,279,637,1
1111,26,6.6,7,67,1.1,0.53,275,670,1
1112,26,6.6,7.3,59,0.7,0.57,281,541,1
1113,26,6.2,7.3,66,0.8,0.55,303,609,1
1114,26,7.1,7,67,1,0.34,170,538,1
1115,26,7,6.7,5341,1.1,0.37,158,528,1
1116,29,6.7,7.3,89,1.1,0.35,1163,2025,1
1117,28,6.2,7.3,136,1,0.46,296,676,1
1118,28,7.1,8.1,212,0.9,0.56,524,992,1
1119,29,6.3,6.3,134,1.2,0.67,224,780,1
1120,26,7.3,7.2,76,0.6,0.31,468,893,1
1121,26,7,7.3,11041,0.9,0.29,256,503,1
1122,28,6.8,7.1,75,0.8,0.5,693,1169,1
1123,29,7.4,7.2,61,0.7,0.11,54,255,1
1124,28,1.7,6.6,769,3.4,1.11,556,1717,0
1125,26,6.1,7.5,14083,1.4,0.25,920,2686,1
1126,26,6.6,7.2,92,0.8,0.77,332,660,1
1127,25,6.6,7.2,1348,0.8,1.01,392,810,1
1128,29,6,6.7,95,1.2,0.29,253,680,1
1129,29,6.6,6.8,78,1,0.2,275,626,1
1130,28,0.6,6.7,268,4.1,1.28,400,1308,0
1131,27,1.8,6.6,82,2,0.39,399,1410,0
1132,25,7.1,7.2,61,1,0.34,251,608,1
1133,26,3.9,7.6,30298,2.5,0.59,4830,7240,0
1134,27,6.6,8,310,1.1,0.54,517,783,1
1135,27,7,7.1,97,0.8,0.35,45,77,1
1136,29,7.3,7,51,0.7,0.18,65,258,1
1137,29,0.5,7.1,1717,21.2,4.41,3317,15833,0
1138,29,7,7.4,55,0.9,0.32,800,1400,1
1139,29,6.1,6.8,67,1.1,0.58,80,394,1
1140,27,7,6.7,61,1.3,0.28,168,248,1
1141,30,5.2,6.9,81,1.5,0.37,71,465,1
1142,27,6.1,8,510,1.1,0.72,784,1572,1
1143,27,6.5,6.9,12150,1.8,0.52,711,1481,1
1144,25,7.9,7.2,50,1.1,0.3,319,845,1
1145,25,7.5,6.9,34,0.9,0.14,110,256,1
1146,26,7,7.4,72,1,0.38,496,897,1
1147,29,7.3,7.3,99,0.9,0.23,1088,1788,1
1148,27,7.5,6.9,125,1.6,0.45,970,1400,1
1149,27,6.8,6.9,116,1.7,0.4,825,1260,1
1150,27,5.8,7.3,107,0.9,0.88,232,343,1
1151,28,7.1,7.2,85,0.8,0.31,67,184,1
1152,26,6.8,7.1,58,0.7,0.46,2010,3460,1
1153,29,5.7,7.3,13197,1.5,0.35,46,144,1
1154,27,6.7,7.1,58,1.2,0.39,964,1739,1
1155,28,7,6.9,3453,0.9,0.17,56,278,1
