station_code,region,tempurature,dis_oxy,ph,conduct,bod,nit,coli,total_coli,grade
428,MAHARASHTRA,21.6,4.7,7.9,262,3.4,1.2,33,106,E
429,MAHARASHTRA,21.9,5.5,8,247,3.7,1.1,39,104,D
430,MAHARASHTRA,22.7,5.4,8.1,244,3.6,1,44,117,D
431,MAHARASHTRA,21.3,4.9,7.9,272,3.4,0.6,59,155,D
432,MAHARASHTRA,25,5.8,8.3,506,8.5,2.6,14,34,F
433,MAHARASHTRA,24.6,5.1,8.3,534,9.5,3.2,26,50,F
434,MAHARASHTRA,25.3,4.9,8.4,966,12.8,11.7,133,247,F
435,MAHARASHTRA,31.2,5.2,8.3,432,9.8,2.3,113,186,F
436,MAHARASHTRA,31.1,4.7,8.2,432,11.2,2.3,150,246,F
437,KARNaNTAKA,28.9,7,8,736,1.5,4.9,700,1250,C
438,KARNaNTAKA,27.5,7.1,7.9,447,1.5,1,558,1040,C
439,KARNaNTAKA,27.5,6.8,7.4,237,4.5,0.2,796,1460,D
440,KARNaNTAKA,28.5,6.6,7.7,371,1.2,0.6,620,1080,C
441,KARNaNTAKA,28.5,6.9,8,1004,3.3,2.1,740,1390,F
442,KARNaNTAKA,27,7.1,7.9,1017,4,1.5,732,1350,E
443,KARNaNTAKA,25.8,7.2,7.9,286,2.4,0.1,71,157,B
444,KARNaNTAKA,26.1,7,8,415,2.9,0.3,93,191,B
445,KARNaNTAKA,29.9,7.2,7.9,613,1.9,0.2,927,1542,C
446,KARNaNTAKA,27,6.5,7.9,536,6,0.4,179,386,D
447,KARNaNTAKA,26.9,6.5,7.9,398,4,0.2,143,288,D
448,KARNaNTAKA,26.5,6.7,8,383,3.6,0.2,129,279,D
449,KARNaNTAKA,29.8,7.2,8.1,448,1.9,0.2,808,1425,C
450,KARNaNTAKA,26.1,7.2,7.9,313,2.7,0.1,69,152,B
451,KARNaNTAKA,26.2,7.2,7.9,290,2.9,0.1,55,133,B
452,ANDHRA PRADESH,27.7,7.1,8.1,956,2.2,2.5,18,544,C
453,ANDHRA PRADESH,27,6.9,8.2,999,3,3.1,23,620,F
454,KARNaNTAKA,27.6,6,7.8,166,3.5,0.2,273,734,D
455,KARNaNTAKA,28.5,6.4,8,219,3.3,0.3,150,291,D
456,KARNaNTAKA,21.8,5.5,13.7,223,1,0.1,718,2946,F
457,KARNaNTAKA,29.5,5.8,7.7,245,4.2,0.2,867,1542,D
458,KARNaNTAKA,28.8,6,7.8,226,3.3,0.2,145,302,D
459,KARNaNTAKA,29.6,6.5,8,154,2,0.2,58,130,B
460,KARNaNTAKA,21.5,5.5,7.4,185,1,0.1,532,2064,C
464,ANDHRA PRADESH,28.6,5.4,8.2,1062,2.1,2.6,21,67,B
465,ANDHRA PRADESH,25.5,6.9,8,838,0.9,0.6,2,1450,C
466,ANDHRA PRADESH,24,6.6,8.3,905,0.7,0.5,2,1400,C
467,KARNaNTAKA,29.1,6.9,8.3,596,2.6,0.3,842,1425,C
468,KARNaNTAKA,29,6.8,8.4,575,2.6,0.4,696,1483,C
469,ANDHRA PRADESH,28.3,4.8,7.9,1868,5.6,10.3,21,181,F
470,ANDHRA PRADESH,27,6.8,7.8,648,3.6,5,14,554,F
471,KARNaNTAKA,27.3,7,8.1,734,1.3,0.9,820,1460,C
472,GOA,31.6,7.3,7.2,46,1.2,1.23,108,413,B
473,GOA,30.8,7.1,6.7,48,1.4,0.26,7453,12640,D
474,GOA,30.2,7.4,6.9,80,0.8,0,160,329,B
475,GOA,29.7,4.1,6.7,141,2,1,4428,7894,D
476,GOA,29.1,2.7,6.4,137,2.2,0.77,3207,4719,E
477,GOA,31.6,5.9,6.6,110,2.7,1,1666,12638,D
478,GOA,30.3,1.3,6.6,350,2.9,0,18857,32714,E
479,GOA,31.6,4.9,6.5,148,2.8,1.05,2864,4218,C
481,GUJARAT,27.6,6.5,8.6,649,21.8,4,5064,2487,F
482,GUJARAT,29.5,7.03,8.1,320,29.5,3.23,783,12400,F
483,GUJARAT,28,7.8,8,2225,5.5,2,2568,2448,F
484,GUJARAT,29.3,6.4,8,23125,4.8,2,4500,178,F
489,GUJARAT,28.3,6.8,8,1870,13,1,4,29,D
490,GUJARAT,28.5,7.1,7.5,2100,21,1,4,95,D
499,GUJARAT,29,5.9,7.8,1453,7.3,6.45,30,7,F
500,GUJARAT,27.8,2.4,8,351,6.6,6.22,24,959,F
501,MADHYA PRADESH,26,8.3,8.3,270,2.1,3,4,87,B
502,MADHYA PRADESH,25.7,9.1,8,461,5.5,1.06,7,363,D
503,MADHYA PRADESH,25,5.8,7.7,872,1.9,12,7,170,B
504,MADHYA PRADESH,22,7.6,7.5,408,2,1.92,7,55,B
505,MADHYA PRADESH,22,6.8,7.5,428,2.1,2,13,82,B
506,MADHYA PRADESH,29.2,7.5,7.4,59,3.1,5,26,364,F
507,MADHYA PRADESH,27,7.6,7.9,680,6.4,17,8,382,F
508,MADHYA PRADESH,26.1,8.2,8.3,263,2.3,3,4,97,B
509,MADHYA PRADESH,26.8,8.2,8.2,277,2.2,2,4,88,B
510,MADHYA PRADESH,25.4,7.1,8.1,273,2.2,4,4,94,B
511,MADHYA PRADESH,26.7,7.3,7.9,301,1.8,6.66,3,93,B
512,MADHYA PRADESH,22.5,4.4,7.7,464,4.4,12,5,260,F
513,MADHYA PRADESH,22.3,7.3,7.9,502,7.6,2,12,121,F
514,MADHYA PRADESH,22.5,7.4,7.7,495,5,3,5,200,F
515,MADHYA PRADESH,22.1,6.9,7.5,448,4.3,2,8,49,F
519,RAJASTHAN,23.8,5.3,8.2,572,1.5,1,7,65,B
520,RAJASTHAN,23.9,4.6,8.4,1463,3.2,1,16,557,D
521,RAJASTHAN,19.9,4.7,8.2,321,1.5,1,12,242,C
522,RAJASTHAN,24.3,5,8.4,583,1.2,1,4,12,B
523,RAJASTHAN,23.2,8.4,8.3,300,1,2,5,21,A
524,RAJASTHAN,21.7,5.7,8,295,1.1,1,5,9,B
525,RAJASTHAN,26.1,4.5,7.9,483,1.5,1,5,15,C
526,RAJASTHAN,24.4,5,8,314,1.9,2,4,7,B
527,RAJASTHAN,30.3,5.1,7.9,266,0.9,1.08,4,7,B
528,RAJASTHAN,21.3,5,8.6,604,1.2,2.29,4,11,C
529,RAJASTHAN,21.2,4.9,8.6,593,1.1,1,4,7,C
530,RAJASTHAN,23.2,4.4,8.1,538,1.2,1,5,14,C
531,RAJASTHAN,22.9,5.6,8.4,591,1.1,3,4,8,B
532,RAJASTHAN,22.9,5.8,8.5,588,1.2,3,4,6,C
533,RAJASTHAN,28.7,4.1,7.9,1133,2.3,2,7,67,C
534,RAJASTHAN,24.3,3.5,8.9,2004,6.5,1,13,248,F
600,KERALA,25.1,6.7,7.5,85,1.4,1,183,420,B
601,KERALA,24.6,5.8,7.4,77,1.4,0.8,285,691,C
602,KERALA,25.7,6.6,7.5,75,1.4,0.7,183,448,B
603,KERALA,24.8,6.7,7.5,82,1.4,1,161,443,B
604,KERALA,27.3,6.7,6.9,56,0.9,0.2,82,172,B
605,KERALA,27.5,6.5,6.7,2240,1.2,0.2,136,304,B
606,KERALA,25.2,6.3,6.9,73,1.6,0,787,2008,C
607,KERALA,29.9,7,7.4,130,0.7,0.1,301,590,C
608,KERALA,29.8,6.6,7.7,191,1.6,0.2,362,661,C
609,KERALA,27.8,6.9,6.9,134,1.1,0.4,249,531,C
610,KERALA,26.7,7,7.5,80,0.8,0.4,2573,3583,C
611,KERALA,25.8,6.7,7.4,14526,0.8,0.6,1411,1969,C
612,KERALA,26.4,7.2,7.4,82,0.7,0.5,840,1311,C
613,KERALA,29.8,7.5,7.2,67,1.1,0.1,76,590,C
614,KERALA,28.6,3,6.6,965,1.7,1.2,247,530,E
615,KERALA,26.9,5.9,7.4,17990,0.7,0.5,1888,2803,C
616,KERALA,26,6.7,7.5,90,1.6,0.9,199,473,B
617,KERALA,23.6,6.1,7.4,4429,2,1.6,243,550,C
618,KERALA,30.3,6.7,6.9,87,1.7,0.2,155,350,B
619,KERALA,30.7,6.9,6.8,85,1.6,0.2,82,206,B
620,KERALA,28.7,2.1,6.8,101,1.6,0.8,431,694,E
621,KERALA,28.2,2.5,6.9,83,1.9,0.3,353,656,E
622,KERALA,24.8,7.2,7.6,75,1.4,1,188,426,B
623,KERALA,26.3,3.7,7.7,32005,1.2,0.9,40000,60392,F
624,KERALA,29.2,6.1,7.6,281,1.2,0.7,384,718,C
625,KERALA,26.6,6.7,7.6,106,0.5,2.5,44,71,B
626,KERALA,30.4,7.6,7.1,58,1.2,0.1,163,961,C
627,KERALA,25.5,1.9,7.7,2941,26.9,2.8,10875,37375,F
628,KERALA,25.1,7.4,7,35,0.1,0,165,409,B
629,KERALA,28.9,6.4,7.2,63,1.3,0.4,121,535,C
630,KERALA,28.8,5.4,6.7,65,1.1,0.3,60,144,B
631,KERALA,29.3,5.6,7.3,90,1.6,0.4,268,705,C
632,KERALA,29.5,7.1,8,728,1.2,0.4,374,697,C
633,KERALA,28.4,5.9,6.8,13953,1.5,0.4,70,166,B
634,KERALA,26.9,7.4,6.9,57,1.1,0.3,70,159,B
635,KERALA,25.8,7.2,7.2,41,0.7,0.2,441,658,C
636,KERALA,26.6,6.5,7.4,71,0.6,0.3,4192,7018,D
637,KERALA,25.3,6.8,7.1,81,0.8,0,389,1268,C
638,KERALA,28.2,6.8,6.9,68,1.7,0.1,449,660,C
640,KERALA,27.6,6.4,7.7,100,0.6,0.9,56,88,B
641,KERALA,29,7.3,6.9,96,1.9,0.2,89,825,C
642,KERALA,27.5,6.8,6.6,49,0.5,0.4,1719,2950,C
643,KERALA,30,5.6,7.2,24360,2.1,0.3,92,447,B
644,KERALA,27.8,6.9,6.8,59,0.6,0.5,1916,3375,C
645,KERALA,30.2,7.1,6.8,14410,1.8,0.1,65,468,B
646,KERALA,30.8,6.2,7.2,22757,1.5,0.1,98,542,C
647,KERALA,25.3,6.7,7.1,66,0.6,0,222,626,C
648,KERALA,25.3,7.2,7,59,0.6,0,165,433,B
649,KERALA,25.8,6,7.6,120,1.3,1.1,212,523,C
650,KERALA,27.2,5.2,6.8,55,0.6,0.7,171,313,B
651,KERALA,28.1,4.8,6.8,86,0.7,0.8,208,332,C
652,KERALA,28.3,3.9,6.9,62,0.5,0.7,155,284,E
653,KERALA,28.1,5,6.9,3185,1.8,0.4,290,667,C
654,KERALA,27.7,7,7,36,1.1,0.2,276,541,C
655,KERALA,28,6.3,6.9,64,1.2,0.3,381,815,C
656,KERALA,28.2,6.2,6.9,86,1.3,0.2,372,1007,C
657,KERALA,28,5.7,6.8,2640,1.9,0.5,385,759,C
658,KERALA,28.1,5.7,6.9,53,3.1,0.4,574,1205,D
659,KERALA,28.1,6.6,7.1,2007,1.3,0.2,356,785,C
660,KERALA,28.1,6.6,7,46,1.3,0.3,228,472,B
661,KERALA,27.3,6.5,6.5,43,0.9,0.4,87,188,C
662,KERALA,28.3,6.7,6.3,54,0.9,0.1,136,610,C
663,KERALA,29.1,4.3,7.2,113,1.8,0.4,188,796,C
664,KERALA,28.7,4.6,6.7,12561,1.5,0.6,72,171,C
665,KERALA,28.5,7.7,6.9,61,1.6,0,88,554,C
666,KERALA,26.6,5.8,6.5,61,1,0.4,70,151,C
667,KERALA,31,4.5,6.9,1614,2.1,0.6,131,230,C
668,KERALA,30.5,6.9,7.2,20950,1.3,0.2,113,643,C
669,KERALA,28.8,6.6,7,14487,0.9,0.3,55,103,B
670,KERALA,25.3,6.9,7.5,54,0.6,0,319,1633,C
671,ANDHRA PRADESH,25.9,5.5,7.6,569,1.3,0.9,18,141,B
672,ANDHRA PRADESH,26.5,5.4,7.8,310,0.8,2.4,7,107,B
673,ANDHRA PRADESH,18.9,7.1,7.8,516,0.7,0.5,2,1238,C
674,ANDHRA PRADESH,20.5,6.9,8,505,0.9,0.7,2,1563,C
675,KARNaNTAKA,27.1,7.3,7.3,109,2.4,3.4,18,65,B
676,KARNaNTAKA,26.3,7.5,7.5,83,2.1,2,22,74,B
677,KARNaNTAKA,29.1,6.4,7.2,102,1,0,137,1223,C
678,KARNaNTAKA,28.4,6.5,7.1,92,1,0,155,1342,C
679,ODISHA,24.7,7.7,7.9,232,1.3,0.8,30790,40500,D
680,ODISHA,24.4,7.5,7.8,519,2.1,0.7,38700,53556,E
681,ODISHA,22.7,7.3,7.2,103,0.7,1.7,4871,13810,E
682,ODISHA,24.8,7.4,7.9,196,0.7,0.6,5323,15213,D
683,ODISHA,24,7.4,7.8,244,1.9,1,20880,12473,D
684,ODISHA,22.8,7.5,8,243,1.7,0.9,8780,30319,D
685,ODISHA,26.8,7.2,8,296,1.5,0.7,1468,4314,C
686,ODISHA,27.4,6.6,7.8,25034,1.5,0.9,1671,4224,C
687,ODISHA,25.3,7.5,7.9,194,1,1,2906,8559,D
688,ODISHA,27.1,7.4,7.9,170,0.8,0.9,4948,16709,D
694,TAMILNaNDU,29.3,6.5,7.4,1063,2,0.6,177,374,B
695,TAMILNaNDU,22.8,6.8,6.6,63,2.9,0.1,11,36,B
696,TAMILNaNDU,24.5,6.6,6.4,101,2.5,0.2,13,41,C
697,TAMILNaNDU,25.5,6.6,6.5,136,2.5,0.2,13,45,C
698,TAMILNaNDU,29,6.7,6.9,226,2.2,0.2,12,38,B
699,TAMILNaNDU,23.8,6.7,6.3,72,2.7,0.2,9,32,C
700,TAMILNaNDU,22.8,6.7,6.4,61,4.6,0.1,10,34,E
701,TAMILNaNDU,29,6.6,7.2,1300,2.7,0.2,21,60,B
702,TAMILNaNDU,29,6.7,7,461,2.5,0.1,17,51,B
703,TAMILNaNDU,23,6.6,6.2,69,2.5,0.1,11,38,C
704,TAMILNaNDU,29,6.8,6.9,241,2.5,0.1,14,48,B
705,TAMILNaNDU,25.7,6.5,6.6,159,2.4,0.2,11,41,B
706,TAMILNaNDU,25.7,6.6,6.7,170,2.5,0.2,10,34,B
707,TAMILNaNDU,24.3,0.9,7.6,2039,104.5,0.9,272521616,511090873,F
733,MEGHALAYA,25.5,7.2,7.5,119,2.3,3.8,33,74,B
734,MEGHALAYA,25.1,7.2,7.5,120,2.3,4.1,31,67,B
735,MEGHALAYA,25.2,7.5,7.3,82,1.8,2.8,30,70,B
736,MEGHALAYA,23.2,7.5,7.5,111,2.4,3,293,506,C
737,MEGHALAYA,20.1,5.3,3.3,831,7.7,3.2,18,36,F
738,MEGHALAYA,18.3,7.2,7.2,56,1.7,2.6,21,42,A
739,MEGHALAYA,19.3,7.5,7.2,66,1.6,2.5,22,44,A
740,MEGHALAYA,24,7.8,7,74,2.3,4.3,28,108,B
741,MEGHALAYA,20.5,6.7,2.7,1350,3.3,1.1,7,16,F
742,MEGHALAYA,21.2,7.3,6.6,274,2.5,2.4,176,386,B
743,MEGHALAYA,26.3,7.4,7.3,67,1.8,2.5,25,55,B
744,MEGHALAYA,25.5,7.2,7.4,82,2,2.8,26,61,B
745,MEGHALAYA,20,7.3,7.1,55,1.9,2.5,24,53,B
746,MEGHALAYA,20.3,7.3,7.1,57,2,2.4,24,50,B
747,MEGHALAYA,19.4,6.6,7.1,114,2.6,2.8,2142,3108,C
748,MEGHALAYA,21,7.3,5.6,56,1.8,2.1,16,34,F
749,MEGHALAYA,19.2,5.1,7,105,3.6,4.7,351,780,F
750,MEGHALAYA,18.3,7.3,7.1,51,1.6,2.4,19,40,A
751,MEGHALAYA,19.6,7.7,7.2,50,1.6,2,19,36,A
752,MEGHALAYA,23.7,7.6,7.3,115,2.1,3.7,301,528,C
753,MEGHALAYA,18.2,6.2,7,81,2.4,5.1,36,79,B
754,MEGHALAYA,18.8,7.2,7.1,66,1.9,3.4,28,63,B
755,MEGHALAYA,18.9,7.4,7.1,57,1.5,2.9,13,40,A
756,MEGHALAYA,25.1,7.5,7.4,144,1.7,3.5,26,59,B
757,MEGHALAYA,18.8,7.1,7.1,63,1.9,5.6,22,48,A
758,MEGHALAYA,20.2,7.3,7.2,65,1.9,3.3,24,48,A
759,MEGHALAYA,20,7.3,7.3,65,2,3,25,54,B
760,MEGHALAYA,18.5,1.5,6.9,345,33.9,16.9,23232,34251,F
761,MEGHALAYA,18.8,3.9,7.1,233,17,10.5,13174,22223,F
762,MEGHALAYA,18.3,1,7.2,376,57.2,20.3,48665,83554,F
763,MEGHALAYA,18.5,0.9,7.2,506,61.1,19.6,64250,106333,F
764,MEGHALAYA,18.2,7.2,7,66,1.9,3.7,28,60,B
765,MEGHALAYA,22.1,7.7,7.2,62,1.6,3,27,59,B
766,MEGHALAYA,17.6,7.3,6.9,61,2.2,2,25,52,B
767,MEGHALAYA,18.7,1.2,7.1,380,45.7,15.6,51583,94083,F
768,MEGHALAYA,18.7,3.2,7.1,258,23.5,10.3,31833,54083,F
769,MEGHALAYA,23.1,7.2,7.2,124,6.9,4.5,348,552,F
770,MEGHALAYA,22.6,7.2,7.1,65,2.1,2.4,56,120,B
771,MEGHALAYA,20,7.5,7.3,64,1.9,3.3,21,42,A
772,MEGHALAYA,19.9,7.6,7.3,65,1.9,3.8,21,43,A
774,MIZORAM,24.4,7.2,7.3,275,1.5,0.1,4,68,B
777,TRIPURA,27.3,6.2,7.8,165,2.1,0,282,340,B
778,TRIPURA,29.1,6.4,7.8,158,4.1,0.5,458,500,D
779,TRIPURA,26.6,6.6,7.9,210,4.2,1.9,510,572,E
781,GUJARAT,27.1,7.3,7.9,693,0.5,1,161,173,B
1078,MAHARASHTRA,27,4.8,7.2,5429,8.4,2.08,177,408,F
782,GUJARAT,27.3,5,7.6,1676,1.8,8,329,174,B
784,GUJARAT,24.5,6,7.7,1863,8.6,1,47,1183,D
786,GUJARAT,27.5,5.3,7.8,817,2.8,1,9,23,B
788,GUJARAT,28.4,4.5,8.3,1287,1.5,11,116,5,C
790,GUJARAT,27.6,6.8,8.2,1862,2.5,0.87,7,64,B
793,GUJARAT,27,6.7,8.1,2520,7.2,1,6,41,D
796,GOA,30,5.6,7.5,41,2,0.08,7022,13410,D
797,GOA,30.4,5.5,6.7,209,0.8,0.17,1893,2915,C
798,GOA,30.8,5.5,7.1,123,1.5,0.09,3293,6264,D
799,GOA,30.3,5.3,7.3,182,1.5,0.08,1976,3080,C
800,GOA,30.1,6,7.6,100,1.2,0.17,5129,6086,D
801,GOA,29.9,5.7,6.9,111,1,0.14,939,3061,C
802,GOA,29.1,6.4,7.1,140,1.1,0.1,4464,7908,D
803,GOA,29.9,6.2,7.8,44,2,0.06,9429,9320,D
804,GOA,29.8,6.1,7.6,43,1.8,0.06,6668,9554,D
805,GOA,27.9,7,6.9,64,1.1,0.09,1641,2841,C
806,GOA,28.2,6.6,6.5,62,1,0.14,4073,7190,E
807,GOA,29.6,7,6.8,304,2,0.49,12140,23867,D
808,GOA,28.8,7,7,55,1.2,0.66,1298,2813,C
809,GOA,29.5,6.3,7.6,213,1.5,0.06,3803,7069,D
810,GOA,29.8,6.7,6.8,83,1.2,0.17,2140,3559,C
811,GOA,29.7,7.1,6.6,76,1,0.12,2367,3527,C
812,GOA,28.7,6.7,6.6,107,1.3,0.22,2461,3757,C
813,GOA,27.9,7.2,6.7,89,0.9,0.06,832,1996,C
814,GOA,29.3,4.2,6.7,192,2,0.16,4448,9286,D
815,GOA,28.6,6.3,6.6,79,1.6,0.19,2830,6054,D
816,GOA,29.8,5.6,7.7,142,1.7,0.14,1831,3644,C
817,GOA,28.6,2.8,6.4,424,3.2,0.35,12658,21036,E
818,GOA,30.6,5.2,7.1,306,2.6,0.34,1411,1525,C
819,GOA,30.3,5.6,7.7,40,1.5,0.07,4153,7130,D
820,GOA,30.4,5.5,7.7,40,1.5,0.08,7086,12282,D
821,GOA,29.6,6.9,6.7,63,0.9,0.21,691,1132,C
822,GOA,29.6,6.3,7.6,227,1.7,0.08,3622,3612,C
823,GOA,29.5,7.1,6.6,68,1.1,0.13,4124,8167,D
824,MAHARASHTRA,26.7,6.9,7.7,121,3.3,1,77,163,D
825,MAHARASHTRA,29.3,7.2,8.2,112,3.3,1,39,94,D
826,MAHARASHTRA,28,6.9,7.7,103,3.7,0.57,48,103,D
827,MAHARASHTRA,28.2,6.9,7.6,104,3.5,0.75,37,79,D
828,MAHARASHTRA,26.5,6.4,7.4,1003,4.3,2.89,524,753,F
829,MAHARASHTRA,20.7,6.3,8.3,408,2.7,1.58,64,157,B
830,MAHARASHTRA,27.2,6.7,7.8,105,3.6,1,43,89,D
831,MAHARASHTRA,27.5,6.3,7.6,209,4.4,1.86,48,98,E
832,MAHARASHTRA,26,5.9,7.6,13768,5,1.79,166,300,F
833,MAHARASHTRA,26.5,7.3,7.7,86,3.2,1,50,93,D
834,MAHARASHTRA,27,3.6,7.4,6487,30.5,1.5,534,745,F
835,MAHARASHTRA,27.3,6.3,8.3,999,3.3,1.78,4,112,E
836,MAHARASHTRA,28.7,7.2,7.7,125,3.3,1,39,89,D
837,MAHARASHTRA,28.4,7.1,7.5,127,3.4,4.4,17,63,F
838,MAHARASHTRA,28.7,7.1,7.4,5300,38,1,388,667,D
839,MAHARASHTRA,28.7,7.2,7.6,127,3.2,1,22,51,D
840,MAHARASHTRA,28.7,7,7.6,126,3.3,1,20,63,D
841,MAHARASHTRA,28.7,7.2,7.6,126,3.4,1.89,29,64,E
842,MAHARASHTRA,28.7,7.1,7.8,112,3.2,0.63,43,88,D
843,MAHARASHTRA,29.3,6.8,7.7,9590,3.6,4.57,3,124,F
844,MAHARASHTRA,28.3,6.8,7.4,174,3.7,2.26,4,124,F
845,MAHARASHTRA,28.7,6.8,7.6,2572,3.3,4.22,4,118,F
846,MAHARASHTRA,29.2,6.7,7.8,6030,4.4,4.78,4,138,F
847,MAHARASHTRA,28.7,6.8,7.7,7207,3.9,4.25,3,120,F
848,MAHARASHTRA,27.2,6.8,8.1,167,3.8,1,32,85,D
849,MAHARASHTRA,27.2,6.8,8,173,3.5,1,53,98,D
850,MAHARASHTRA,27.2,7,8,168,3.6,1,44,83,D
851,MAHARASHTRA,28,6.9,7.9,131,3.5,0.75,41,96,D
852,MAHARASHTRA,26.2,7,7.6,125,3.5,0.6,33,63,D
853,MAHARASHTRA,26.2,7.2,7.5,132,3.3,0.9,38,88,D
854,MAHARASHTRA,28.2,7.2,7.7,119,3.3,1,35,68,D
855,MAHARASHTRA,24.5,6.9,7.5,159,2.8,1,3,82,B
856,MAHARASHTRA,24.5,6.7,7.7,141,3.3,3,4,90,F
857,MAHARASHTRA,24.5,7.3,7.7,132,2.9,2,3,88,B
858,KERALA,24,6.4,7.3,76,1.7,0.62,199,788,C
859,KERALA,24.9,6,7.1,85,1.7,0.53,262,538,C
860,KERALA,24.3,6.3,7.1,69,1.3,0.57,248,593,C
861,KERALA,24.8,6.5,7.3,76,1.6,0.55,226,545,C
862,KERALA,26.4,6.7,6.6,60,1.2,0.34,228,435,B
863,KERALA,27,7,6.6,3544,1.5,0.37,208,435,B
864,KERALA,26.6,6.7,7.3,51,0.8,0.35,547,1567,C
865,KERALA,28.6,6.9,7.7,107,0.7,0.46,255,443,B
866,KERALA,28.8,6.7,7.9,173,0.9,0.56,191,426,B
867,KERALA,28,5.6,6.9,126,1.2,0.67,266,990,C
868,KERALA,27.4,7.3,7.4,70,0.8,0.31,2984,4208,C
869,KERALA,27.5,6.9,7.4,12754,0.8,0.29,1807,2557,C
870,KERALA,26.8,7.1,7.4,80,0.6,0.5,1921,2831,C
871,KERALA,30,7.2,6.9,62,1.3,0.11,33,150,B
872,KERALA,28.8,3.4,6.7,2965,2.3,1.11,271,1236,F
873,KERALA,27.4,6.1,7.2,15871,0.9,0.25,1667,2975,C
874,KERALA,24.8,6.4,7.2,120,1.9,0.77,258,618,C
875,KERALA,23.6,6.2,7.2,7448,2,1.01,184,483,B
876,KERALA,29.8,6.6,6.9,77,1.6,0.29,264,756,C
877,KERALA,30.2,6.8,7,72,1.7,0.2,249,785,C
878,KERALA,28.2,2.9,6.7,305,2.2,1.28,403,1623,E
879,KERALA,27.7,3,6.6,86,2,0.39,357,1319,E
880,KERALA,23.9,6.7,7.1,79,1.6,0.34,313,738,C
881,KERALA,27.4,3.6,7.3,32790,2.6,0.59,64259,112867,F
882,KERALA,27.8,6.1,7.8,2905,1.3,0.54,422,997,C
883,KERALA,26.4,6.9,7.4,112,0.5,0.35,50,67,B
884,KERALA,29.6,7,6.9,51,1.1,0.18,44,317,B
885,KERALA,27,3.1,7.2,1416,13.2,4.41,2992,19917,F
886,KERALA,26.3,7,7.1,30,0.5,0.32,211,496,B
887,KERALA,30,6.1,7,59,1.8,0.58,89,282,B
888,KERALA,28,6,6.4,61,2.1,0.28,87,300,C
889,KERALA,30.1,6.3,7,105,2.8,0.37,142,543,C
890,KERALA,27.9,6.9,8.1,502,0.9,0.72,382,615,C
891,KERALA,27,5.9,6.7,14662,1.5,0.52,144,377,B
892,KERALA,26,7.8,6.8,49,1.4,0.3,122,319,B
893,KERALA,27.7,7.1,7.4,380,1,0.14,1527,66382,F
894,KERALA,27.1,7.3,7.2,67,0.9,0.38,6490,3471,C
895,KERALA,26.5,6.2,7.2,51,0.8,0.23,331,942,C
896,KERALA,28.5,7.2,6.8,69,1.2,0.45,706,941,C
897,KERALA,28.7,6.9,6.7,75,2.5,0.4,526,701,C
898,KERALA,25.7,6.3,7.4,113,0.6,0.88,98,128,B
899,KERALA,29.3,7.6,6.8,79,1.6,0.31,48,109,B
900,KERALA,27,7,7.2,57,0.6,0.46,2117,3558,C
901,KERALA,30.9,5.9,7,22576,1.5,0.35,42,253,B
902,KERALA,27.1,6.8,7.2,105,0.6,0.39,1200,2392,C
903,KERALA,30.3,6.3,6.7,2315,1.3,0.17,55,278,B
904,KERALA,30.4,6.4,6.9,18569,1,0.27,40,277,B
905,KERALA,26.2,6.6,7.3,45,0.6,0.39,228,940,C
906,KERALA,26.2,6.9,7.2,42,0.5,0.18,151,774,C
907,KERALA,25.1,6,7.3,92,1.7,0.56,256,597,C
908,KERALA,27.4,6.1,7.2,59,0.7,1.04,181,311,B
909,KERALA,28.1,4.5,6.9,1190,0.7,1.17,218,388,C
910,KERALA,28.3,4.2,7,69,0.6,1.04,240,420,C
911,KERALA,28.2,6,7,5569,2.2,0.68,473,1894,C
912,KERALA,27.2,7.3,7,34,1,0.27,234,927,C
913,KERALA,27.4,6.3,7,44,1.6,0.32,487,1876,C
914,KERALA,28.2,6.4,7.2,49,1.4,0.23,362,1357,C
915,KERALA,27.9,5.9,7,3272,2.2,0.62,330,1284,C
916,KERALA,27.3,4.6,7,65,1.7,0.28,631,1937,C
917,KERALA,28.2,6.5,6.9,4650,2,1,340,1573,C
918,KERALA,28.2,6.5,7,42,1.4,1,249,1221,C
919,KERALA,26.7,6.4,6.4,45,1.2,1,142,376,C
920,KERALA,28,6,6.1,56,1.2,0,136,438,C
921,KERALA,29.7,5.3,6.8,99,2.8,0.79,106,523,C
922,KERALA,28.2,3.6,6.5,22131,1.8,0.95,105,261,F
923,KERALA,28.9,6.9,6.7,66,1.8,0,93,205,B
924,KERALA,26.4,6,6.6,67,1.5,3.69,168,398,B
925,KERALA,30,4.9,6.8,9107,1.6,1,208,614,C
926,KERALA,30.8,6.3,7,18931,1.4,1,34,201,B
927,KERALA,27.8,6.6,6.8,15525,1.1,0.06,149,347,B
928,KERALA,26.7,7.1,7.5,46,0.8,1,239,1097,C
929,ANDHRA PRADESH,27,6,7.3,432,1.2,3,3,78,B
930,ANDHRA PRADESH,26.8,6.1,7.7,328,1.2,1,3,211,B
931,ANDHRA PRADESH,19,5.8,7.8,707,0.6,0.85,2,1100,C
932,ANDHRA PRADESH,21.4,6.1,8,674,0.9,1,2,1260,C
933,KARNaNTAKA,27.1,7.3,7.3,164,2.3,1,115,336,B
934,KARNaNTAKA,26.3,7.6,7.4,122,2.4,1,223,834,C
