station_code,region,tempurature,dis_oxy,ph,conduct,bod,nit,coli,total_coli,grade
935,KARNaNTAKA,28.3,6.5,7.1,95,1,0,156,212,B
936,KARNaNTAKA,27.9,6.5,7.1,56,1,0,30,79,B
937,ORISSA,23.4,7.5,7.8,237,1.4,0.89,8281,18918,D
938,ORISSA,23.5,7.6,7.6,3688,2.3,2.66,19264,32918,F
939,ORISSA,22.4,7.3,7.5,82,1.2,1.58,15816,17512,E
940,ORISSA,26.8,7.5,8,202,1.4,1.89,11771,23191,E
941,ORISSA,26.5,7.3,7.9,232,2.9,2.23,9026,30836,F
942,ORISSA,22,7.4,7.9,246,2.3,1.9,1850,3900,C
943,ORISSA,27.6,6.9,8.1,3960,2,2.26,19058,22523,F
944,ORISSA,26.8,7,8,28222,1.8,2.54,16613,10469,F
945,ORISSA,25.6,7.2,7.8,201,1.3,1.59,29937,31034,E
946,ORISSA,26.5,7.3,8,221,1.2,2.26,16103,5289,F
952,TAMILNaNDU,27.8,6.7,7.5,1088,1.7,0,194,474,B
953,TAMILNaNDU,23.4,7.2,6.5,73,3.1,0,19,59,E
954,TAMILNaNDU,25.4,6.7,6.3,98,3.3,1.5,21,74,E
955,TAMILNaNDU,26.3,6.3,6.5,143,4,4,38,124,F
956,TAMILNaNDU,29,6.6,6.9,260,5.4,1,17,53,D
957,TAMILNaNDU,24.6,7.1,6.3,71,3.5,1,24,82,E
958,TAMILNaNDU,23.5,6.9,6.3,65,3.5,0,17,52,E
959,TAMILNaNDU,29,7.3,7.1,607,3.6,0.88,33,104,D
960,TAMILNaNDU,27,6.1,7,446,5.2,0.56,26,77,D
961,TAMILNaNDU,24,6.9,6.4,94,3.2,1.59,20,65,E
962,TAMILNaNDU,28.7,6.8,6.8,451,9.4,0.55,22,58,D
963,TAMILNaNDU,26.3,6,6.6,169,3.9,2,22,84,F
964,TAMILNaNDU,25.7,6.5,6.7,187,3.3,3,32,113,F
965,TAMILNaNDU,26.8,3.4,7.8,2577,164.9,1.5,148825783,160405392,F
966,PUNJAB,23.3,5.5,7.2,636,9.7,4,1328,4975,F
967,PUNJAB,22.8,4.7,7.3,1088,23.8,4,28250,56000,F
968,PUNJAB,23.3,5.3,7.2,689,11.3,4,1350,6025,F
969,PUNJAB,21.8,4.9,7.3,1267,23.5,3,24750,54250,F
970,PUNJAB,24.3,5.3,7.4,852,13,4,13775,26750,F
971,PUNJAB,23.5,4.9,7.5,977,16.5,5,12375,30500,F
972,PUNJAB,24,4.4,7.4,1256,24.8,6,25250,55250,F
973,PUNJAB,23.5,4.8,7.2,1021,20.3,4,22875,43700,F
974,PUNJAB,23.3,5.1,7.3,971,14.8,5,2125,8425,F
975,PUNJAB,22.5,4.6,7.4,1284,24.3,4,21500,50000,F
976,PUNJAB,26,4,7.4,1096,26,3,31750,57500,F
977,PUNJAB,25.8,4.4,7.3,1002,21.5,4,21000,43750,F
982,RAJASTHAN,30.7,4.8,7.6,295,0.8,0,4,9,C
983,HIMACHAL PRADESH,20.3,7.1,7.5,293,1.3,0,9,19,A
984,HIMACHAL PRADESH,20.7,7.1,7.5,316,1.4,0,13,22,A
985,HIMACHAL PRADESH,20.8,6.6,7.5,274,1.6,0,14,24,A
986,HIMACHAL PRADESH,20.6,4.9,7.4,407,16.3,0,51,120,D
987,RAJASTHAN,28,4.9,8.3,603,1,0,4,5,C
988,RAJASTHAN,23.4,5.5,7.4,138,0.8,0,4,6,B
989,RAJASTHAN,25.3,5.5,8.1,625,1.1,0,4,6,B
990,RAJASTHAN,31.1,5,7.3,305,1.7,0,4,12,B
991,RAJASTHAN,26.3,5.6,8.1,552,1.1,0,4,6,B
992,MADHYA PRADESH,22,7.3,7.3,402,2.1,0,4,32,B
993,MEGHALAYA,24.4,7.2,7.3,99,2.2,1,26,57,B
994,MEGHALAYA,23.7,7.2,7.4,102,2.2,1,25,56,B
995,MEGHALAYA,24.6,7.6,7.2,72,1.8,2.56,24,57,B
996,MEGHALAYA,23.1,7.1,7.5,131,2.2,3.2,239,413,B
997,MEGHALAYA,21.7,5.2,2.9,682,7.8,1.5,16,30,F
998,MEGHALAYA,18.2,7.3,7.1,47,1.3,2,15,48,A
999,MEGHALAYA,18.8,7.6,7.2,52,1.2,2,16,36,A
1000,MEGHALAYA,23.8,8,6.9,64,1.8,3.38,23,49,A
1001,MEGHALAYA,17.8,7.9,7.3,46,1.4,1,12,29,A
1002,MEGHALAYA,18.7,7.4,7.2,53,1.9,3,14,32,A
1003,MEGHALAYA,18.8,7.7,7.2,55,1.6,3,15,63,B
1004,MEGHALAYA,21.3,6.8,2.7,1074,3.2,2.33,4,11,F
1005,MEGHALAYA,22.6,7.1,6.5,237,3.8,4.56,674,1072,F
1006,MEGHALAYA,25.2,7.8,7.2,50,1.6,1.77,20,41,A
1007,MEGHALAYA,24.8,7.3,7.3,71,2,2.66,21,47,B
1008,MEGHALAYA,19.9,7.3,7,91,1.8,3.3,20,45,A
1009,MEGHALAYA,20.7,7.4,7.1,49,1.7,2.44,19,42,A
1010,MEGHALAYA,20.6,6.5,7.1,99,2.7,3.56,1967,2722,C
1011,MEGHALAYA,21.5,7.5,5.7,50,1.5,2.21,10,23,F
1012,MEGHALAYA,17.7,5.8,6.9,68,3.1,4.9,197,463,F
1013,MEGHALAYA,17.9,6.9,7.2,44,1.4,2.66,14,33,A
1014,MEGHALAYA,23.9,7.8,7.3,93,1.9,2.99,264,444,B
1015,MEGHALAYA,18,6.6,7,66,2.3,4,29,63,B
1016,MEGHALAYA,18.4,7.6,7.1,53,1.7,3,23,53,B
1017,MEGHALAYA,18.8,7.8,7,47,1.4,2,8,35,A
1018,MEGHALAYA,24.8,7.7,7.4,128,1.6,3.32,25,56,B
1019,MEGHALAYA,19.3,7.1,7,54,1.8,2.58,20,43,A
1020,MEGHALAYA,20.6,7.4,7,69,1.6,3.3,17,87,B
1021,MEGHALAYA,20.7,7.5,7.2,58,1.6,2.25,21,46,A
1022,MEGHALAYA,18.4,3.1,7.2,401,21.8,19,22556,31444,F
1023,MEGHALAYA,19.1,4.7,7.2,202,13.6,15,13444,20056,F
1024,MEGHALAYA,19.7,2.1,7.2,303,37.2,18.2,39444,62333,F
1025,MEGHALAYA,20.1,1.8,7.2,394,40.6,15.4,57222,96944,F
1026,MEGHALAYA,17.6,7.2,6.9,55,1.7,3.04,26,56,B
1027,MEGHALAYA,22.7,7.9,7.1,55,1.2,3.55,23,50,B
1028,MEGHALAYA,17.9,6.9,6.9,52,2.2,3.48,1576,45,B
1029,MEGHALAYA,18.9,1.9,7,306,34.2,17.9,48278,85667,F
1030,MEGHALAYA,19.4,4.5,7.1,196,15.5,11,48611,43333,F
1031,MEGHALAYA,23.7,7.2,7.1,107,6.7,5.56,303,476,F
1032,MEGHALAYA,22.7,7.5,7,82,2.1,3.02,45,122,B
1037,TRIPURA,27.4,6.6,7.7,165,1.7,0,280,325,B
1038,TRIPURA,21.9,6.7,7.8,167,4.8,1,440,520,D
1039,TRIPURA,27.5,6.6,7.7,183,3.7,1.55,415,575,E
1041,GUJARAT,28,7.2,7.4,319,0.7,0.18,5,10,A
1042,GUJARAT,27,6.2,8.4,894,9,0.38,140,350,D
1043,GUJARAT,30,2.2,8,1835,17.9,0.86,10478,25478,E
1044,GUJARAT,31,2,7.7,3165,32.3,3.44,11498,15173,F
1045,GUJARAT,29,2.4,7.6,1500,6.2,1.31,3,13,E
1047,GOA,30,6.1,6.8,408,1.3,0.17,1300,3808,C
1048,GOA,30,5.5,6.9,143,1.3,0.09,4100,11113,D
1049,GOA,29,5.4,7.2,60,1.5,0.08,428,2309,C
1050,GOA,29,5.8,7.2,34,5.3,0.17,855,3322,D
1051,GOA,29,5.9,6.7,125,1.5,0.14,1638,5793,D
1052,GOA,28,6.4,6.7,175,1.3,0.1,772,3636,C
1053,GOA,30,6.2,7.7,39,1.3,0.06,1296,4517,C
1054,GOA,30,6.1,7.8,39,1.5,0.06,1032,5840,D
1055,GOA,27,7.3,6.9,61,0.7,0.09,1430,4388,C
1056,GOA,28,6.8,6.6,71,1.5,0.14,2495,3949,C
1057,GOA,29,7.4,6.5,129,2.3,0.49,5868,16691,E
1058,GOA,28,7,6.8,503,1.6,0.66,965,2404,C
1059,GOA,29,6.3,7.5,31,1.6,0.06,1466,4267,C
1060,GOA,29,7.1,6.8,70,0.8,0.17,716,3567,C
1061,GOA,30,7.3,6.8,69,1.2,0.12,457,2446,C
1062,GOA,28,6.7,6.6,118,1,0.22,1104,3496,C
1063,GOA,28,7.4,6.8,80,1.3,0.06,274,1404,C
1064,GOA,29,4.5,6.6,250,2.4,0.16,1572,5889,D
1065,GOA,28,6.1,6.9,74,1.8,0.19,1074,3937,C
1066,GOA,30,5.9,7.3,44,1.6,0.14,962,2794,C
1067,GOA,30,2.4,6.5,195,4.8,0.35,7980,14217,E
1068,GOA,31,4,6.8,207,1.8,0.34,818,2280,C
1069,GOA,29,5.4,7.6,40,1.6,0.07,290,1330,C
1070,GOA,30,5.3,7.6,41,1.4,0.08,952,2517,C
1071,GOA,29,7,6.9,54,0.8,0.21,667,3059,C
1072,GOA,29,5.9,7.7,44,2.1,0.08,1200,831,C
1073,GOA,29,7.1,6.5,60,1.7,0.13,2926,8163,E
1074,MAHARASHTRA,29,6.9,7.7,99,3.3,0.56,53,123,D
1075,MAHARASHTRA,30,6.6,7.9,123,3.2,0.52,44,104,D
1076,MAHARASHTRA,27,6.6,7.7,220,3.6,0.65,25,77,D
1077,MAHARASHTRA,27,6.8,7.7,219,3.4,0.63,23,75,D
1079,MAHARASHTRA,23,6.4,8,493,4.2,3.91,17,68,F
1080,MAHARASHTRA,29,6.8,7.6,100,3,0.54,124,295,D
1081,MAHARASHTRA,29,6.7,7.5,316,4.6,0.6,47,132,D
1082,MAHARASHTRA,28,5.8,7.9,37227,9.5,1.42,231,451,F
1083,MAHARASHTRA,29,6.9,7.7,84,3.1,0.42,69,168,D
1084,MAHARASHTRA,25,4.9,7.6,21254,55.5,2.18,560,964,F
1085,MAHARASHTRA,28,6.9,7.9,312,2.7,1.58,4,107,B
1086,MAHARASHTRA,29,6.8,7.5,146,3,0.6,124,241,D
1087,MAHARASHTRA,29,6.7,7.3,127,2.9,0.59,100,209,B
1088,MAHARASHTRA,29,5.6,6.9,432,4.5,1.72,58,173,E
1089,MAHARASHTRA,29,6.5,7.3,126,3,0.59,132,284,D
1090,MAHARASHTRA,30,7.1,7.5,128,3,0.6,136,297,D
1091,MAHARASHTRA,30,6.4,7.3,129,3.1,0.6,68,191,D
1092,MAHARASHTRA,29,6.9,7.7,129,2.9,0.55,135,268,B
1093,MAHARASHTRA,25,7,7.9,153,2.9,0.55,30,86,B
1094,MAHARASHTRA,30,6.4,7.6,10165,3.7,2.14,5,139,F
1095,MAHARASHTRA,30,6.9,7.7,307,2.8,3.6,4,123,B
1096,MAHARASHTRA,31,6.3,7.7,322,3.5,1.1,4,116,D
1097,MAHARASHTRA,30,6.5,7.5,5835,3.4,1.72,4,126,F
1098,MAHARASHTRA,30,6.3,7.4,9245,4.7,2,4,134,F
1099,MAHARASHTRA,28,6.5,8.1,1907,4,0.55,46,115,D
1100,MAHARASHTRA,28,7,8,1896,3.5,0.64,190,245,D
1101,MAHARASHTRA,28,7,8,206,2.9,0.56,31,74,B
1102,MAHARASHTRA,27,6.8,7.8,239,3.3,0.56,33,77,D
1103,MAHARASHTRA,27,6.4,7.6,152,3.2,0.96,62,142,D
1104,MAHARASHTRA,26,6.7,7.7,146,3,0.89,30,73,D
1105,MAHARASHTRA,27,6.7,7.6,137,2.9,0.76,24,64,B
1106,MAHARASHTRA,28,6.6,7.8,228,3.5,0.57,30,79,D
1107,MAHARASHTRA,23,7,7.7,409,2.4,0.93,4,112,B
1108,MAHARASHTRA,22,6.8,7.6,263,2.9,0.81,4,123,B
1109,MAHARASHTRA,23,6.9,7.5,338,2.3,3.93,4,108,B
1110,KERALA,26,7,7.2,79,0.8,0.62,279,637,C
1111,KERALA,26,6.6,7,67,1.1,0.53,275,670,C
1112,KERALA,26,6.6,7.3,59,0.7,0.57,281,541,C
1113,KERALA,26,6.2,7.3,66,0.8,0.55,303,609,C
1114,KERALA,26,7.1,7,67,1,0.34,170,538,C
1115,KERALA,26,7,6.7,5341,1.1,0.37,158,528,C
1116,KERALA,29,6.7,7.3,89,1.1,0.35,1163,2025,C
1117,KERALA,28,6.2,7.3,136,1,0.46,296,676,C
1118,KERALA,28,7.1,8.1,212,0.9,0.56,524,992,C
1119,KERALA,29,6.3,6.3,134,1.2,0.67,224,780,C
1120,KERALA,26,7.3,7.2,76,0.6,0.31,468,893,C
1121,KERALA,26,7,7.3,11041,0.9,0.29,256,503,C
1122,KERALA,28,6.8,7.1,75,0.8,0.5,693,1169,C
1123,KERALA,29,7.4,7.2,61,0.7,0.11,54,255,B
1124,KERALA,28,1.7,6.6,769,3.4,1.11,556,1717,E
1125,KERALA,26,6.1,7.5,14083,1.4,0.25,920,2686,C
1126,KERALA,26,6.6,7.2,92,0.8,0.77,332,660,C
1127,KERALA,25,6.6,7.2,1348,0.8,1.01,392,810,C
1128,KERALA,29,6,6.7,95,1.2,0.29,253,680,C
1129,KERALA,29,6.6,6.8,78,1,0.2,275,626,C
1130,KERALA,28,0.6,6.7,268,4.1,1.28,400,1308,E
1131,KERALA,27,1.8,6.6,82,2,0.39,399,1410,E
1132,KERALA,25,7.1,7.2,61,1,0.34,251,608,C
1133,KERALA,26,3.9,7.6,30298,2.5,0.59,4830,7240,F
1134,KERALA,27,6.6,8,310,1.1,0.54,517,783,C
1135,KERALA,27,7,7.1,97,0.8,0.35,45,77,B
1136,KERALA,29,7.3,7,51,0.7,0.18,65,258,B
1137,KERALA,29,0.5,7.1,1717,21.2,4.41,3317,15833,F
1138,KERALA,29,7,7.4,55,0.9,0.32,800,1400,C
1139,KERALA,29,6.1,6.8,67,1.1,0.58,80,394,B
1140,KERALA,27,7,6.7,61,1.3,0.28,168,248,B
1141,KERALA,30,5.2,6.9,81,1.5,0.37,71,465,B
1142,KERALA,27,6.1,8,510,1.1,0.72,784,1572,C
1143,KERALA,27,6.5,6.9,12150,1.8,0.52,711,1481,C
1144,KERALA,25,7.9,7.2,50,1.1,0.3,319,845,C
1145,KERALA,25,7.5,6.9,34,0.9,0.14,110,256,B
1146,KERALA,26,7,7.4,72,1,0.38,496,897,C
1147,KERALA,29,7.3,7.3,99,0.9,0.23,1088,1788,C
1148,KERALA,27,7.5,6.9,125,1.6,0.45,970,1400,C
1149,KERALA,27,6.8,6.9,116,1.7,0.4,825,1260,C
1150,KERALA,27,5.8,7.3,107,0.9,0.88,232,343,B
1151,KERALA,28,7.1,7.2,85,0.8,0.31,67,184,B
1152,KERALA,26,6.8,7.1,58,0.7,0.46,2010,3460,C
1153,KERALA,29,5.7,7.3,13197,1.5,0.35,46,144,B
1154,KERALA,27,6.7,7.1,58,1.2,0.39,964,1739,C
1155,KERALA,28,7,6.9,3453,0.9,0.17,56,278,B
1156,KERALA,29,6.5,7,14369,1.3,0.27,63,175,B
1157,KERALA,28,6.6,7.3,70,1.4,0.39,838,1875,C
1158,KERALA,29,7,7.3,60,0.8,0.18,631,1813,C
1159,KERALA,26,6.3,7.2,97,0.8,0.56,357,880,C
1160,KERALA,28,6,7,63,1.1,1.04,243,493,B
1161,KERALA,28,4.4,7.1,113,1.5,1.17,358,722,C
1162,KERALA,28,4.5,7.2,79,1,1.04,279,537,C
1163,KERALA,28,5.1,6.9,1789,2.1,0.68,408,1946,C
1164,KERALA,27,7.5,7.2,36,1.1,0.27,282,1134,C
1165,KERALA,28,6.8,7,59,1.3,0.32,648,2267,C
1166,KERALA,28,6.8,6.9,114,1.4,0.23,388,1785,C
1167,KERALA,28,5.9,6.8,1108,2.2,0.62,386,1520,C
1168,KERALA,28,4.9,6.7,88,2.2,0.28,480,2200,C
1169,KERALA,28,6.8,6.9,1686,1.4,0.25,236,1223,C
1170,KERALA,28,7.1,6.9,45,1.2,0.29,451,1636,C
1171,KERALA,26,6.9,6.6,56,1.1,0.3,177,542,C
1172,KERALA,28,6.5,6.3,49,1,0.22,87,323,C
1173,KERALA,29,4.9,6.6,169,2.1,0.76,250,1241,C
1174,KERALA,28,4.2,6.5,19575,1.4,0.39,210,528,C
1175,KERALA,28,6.9,7.1,63,0.9,0.16,152,336,B
1176,KERALA,26,6.6,6.7,69,0.8,0.38,185,464,B
1177,KERALA,29,4.5,6.6,6381,2.1,0.34,196,435,C
1178,KERALA,29,6.2,7.2,9326,1.3,0.22,61,141,B
1179,KERALA,27,6.6,7.1,15158,1.1,0.26,126,810,C
1180,KERALA,29,6.3,7.3,74,1.2,0.29,725,1813,C
1181,ANDHRA PRADESH,27,6,7.6,429,1.1,1.1,3,362,B
1182,ANDHRA PRADESH,27,6,7.8,308,1.1,1.47,3,343,B
1183,ANDHRA PRADESH,20,5.8,7.4,505,0.6,0.73,4,1517,C
1184,ANDHRA PRADESH,24,6.1,7.5,465,0.5,0.34,4,1458,C
1185,KARNaNTAKA,28,6.4,7.1,183,2.3,0.62,209,398,B
1186,KARNaNTAKA,27,7.1,7.4,135,1.9,0.72,419,995,C
1189,ORISSA,22,7.8,7.9,213,1.5,0.35,7742,15083,D
1190,ORISSA,22,7.7,8.1,312,2,0.75,12675,32017,D
1191,ORISSA,24,6.9,7.6,99,1.6,1.39,3066,5395,E
1192,ORISSA,27,7.3,8,230,1.6,0.69,2346,4348,C
1193,ORISSA,26,6.8,8.1,264,2.6,1.16,2428,5142,D
1194,ORISSA,25,7.2,8.1,272,3.1,1.46,2196,4586,E
1195,ORISSA,28,8,8.3,312,1.4,0.73,1618,4319,C
1196,ORISSA,29,8.2,8,19595,2,0.94,624,1116,C
1197,ORISSA,26,7,8,199,1.8,1.11,1503,3573,C
1198,ORISSA,28,7.2,8.1,201,1.6,0.36,1239,2324,C
1204,TAMILNaNDU,27,6.8,7.5,890,2.1,0.51,274,589,C
1205,TAMILNaNDU,23,7.3,7.6,160,1.9,0.06,32,89,B
1206,TAMILNaNDU,25,7,7.7,111,2.2,0.08,53,131,B
1207,TAMILNaNDU,26,6.7,7.7,139,3.1,0.22,123,300,D
1208,TAMILNaNDU,29,7.2,7.2,288,2.1,0.14,33,91,B
1209,TAMILNaNDU,24,7,7.1,95,1.9,0.08,47,118,B
1210,TAMILNaNDU,24,7,7.5,84,1.7,0.06,32,87,B
1211,TAMILNaNDU,29,7.4,7,3101,15.6,0.15,76,174,D
1212,TAMILNaNDU,29,7.2,7.3,510,2.9,0.08,46,123,B
1213,TAMILNaNDU,24,7.1,7.4,88,1.8,0.07,34,90,B
1214,TAMILNaNDU,29,7.2,6.9,338,3.8,0.07,44,104,D
1215,TAMILNaNDU,26,6.7,7.6,162,3.3,0.16,90,249,D
1216,TAMILNaNDU,27,6.7,7.6,182,4.1,0.15,92,251,D
1217,TAMILNaNDU,32,0.2,7.2,2219,185.8,1.75,180000000,300000000,F
1219,PUNJAB,21,5.5,7.4,635,8.8,5.08,1400,5500,F
1220,PUNJAB,24,5.5,7.4,1051,25,6.8,32000,63000,F
1221,PUNJAB,21,5.3,7.3,636,9.9,5,2150,10000,F
1222,PUNJAB,24,5.1,7.4,993,21.9,6.63,36250,57750,F
1223,PUNJAB,21,5.3,7.5,632,13.5,5.08,20000,34750,F
1224,PUNJAB,18,4.9,7.4,973,17.5,4.77,22000,40667,F
1225,PUNJAB,22,4.3,7.5,1156,24.5,7.65,33750,65000,F
1226,PUNJAB,22,4.8,7.4,904,26,8.6,31750,55000,F
1227,PUNJAB,21,5.1,7.4,1110,16,14.85,3475,12000,F
1228,PUNJAB,24,5.3,7.4,1290,26.9,8.1,36250,66250,F
1229,PUNJAB,22,4.9,7.4,990,27.8,6.78,19000,40500,F
1230,PUNJAB,22,5.2,7.4,914,20.5,6.18,14750,29500,F
1234,RAJASTHAN,33,4.8,7.5,280,2.4,0.72,3,4,C
1235,HIMACHAL PRADESH,20,7.7,7.4,344,1.2,0.37,9,19,A
1236,HIMACHAL PRADESH,20,7.3,7,310,1.4,0.38,13,22,A
1237,HIMACHAL PRADESH,20,7.1,7.7,303,1.5,0.34,13,23,A
1239,HIMACHAL PRADESH,18,6.2,7.5,788,41.5,4.08,105,235,F
1240,RAJASTHAN,24,6,8.3,468,1.4,0.43,5,16,A
1241,RAJASTHAN,19,5.9,7.3,234,1.5,0.36,4,12,B
1242,RAJASTHAN,23,6.4,8,527,1.2,0.35,5,21,A
1243,RAJASTHAN,24,5.9,7.9,796,1.5,0.48,4,14,B
1285,MEGHALAYA,25,7.7,7.2,95,1.8,2.67,22,50,B
1286,MEGHALAYA,25,7.6,7.2,92,2.5,2.41,20,45,B
1287,MEGHALAYA,25,9.9,7.2,65,1.5,2.31,21,55,B
1288,MEGHALAYA,24,7.6,7.4,93,2.1,2.89,276,408,B
1289,MEGHALAYA,22,5.5,2.9,568,6.8,1.12,18,33,F
1290,MEGHALAYA,16,7.6,7,42,1.3,3.01,11,27,A
1291,MEGHALAYA,17,7.7,7.1,45,1.4,2.89,9,22,A
1292,MEGHALAYA,23,8.3,7,59,1.7,2.86,16,33,A
1293,MEGHALAYA,25,6.9,2.6,1072,3.2,1.17,3,21,F
1294,MEGHALAYA,25,7.7,6.3,250,2.1,3.88,180,326,C
1295,MEGHALAYA,25,8.8,7.3,37,1.5,1.62,15,35,A
1296,MEGHALAYA,25,7.3,7.3,72,2,1.65,17,36,B
1297,MEGHALAYA,20,7.5,7,38,1.7,2.2,18,40,A
1417,KERALA,26,5.6,7,12769,1.2,0.41,725,1650,C
1298,MEGHALAYA,22,7.8,7.1,44,1.6,2.62,15,33,A
1299,MEGHALAYA,20,7,7,100,2.4,3.03,1967,2600,C
1300,MEGHALAYA,21,7.5,6.3,52,1.7,0.82,7,21,C
1301,MEGHALAYA,16,6.4,6.9,61,2.6,3.88,227,538,C
1302,MEGHALAYA,17,7.5,7.1,39,1.4,2.88,12,22,A
1303,MEGHALAYA,17,8,7.1,41,1.4,3.35,10,25,A
1304,MEGHALAYA,24,7.9,7.3,93,1.7,5.02,295,418,B
1305,MEGHALAYA,18,7.5,6.9,69,1.9,4.92,20,49,A
1306,MEGHALAYA,18,7.9,7.2,46,1.7,2.72,20,45,A
1307,MEGHALAYA,18,8,7.2,42,1.4,2.47,5,31,A
1308,MEGHALAYA,25,7.7,7.1,101,1.5,3.42,16,43,A
1309,MEGHALAYA,19,7.2,7.1,49,1.6,2.86,17,40,A
1310,MEGHALAYA,21,8.2,7.1,49,1.2,2.81,15,32,A
1311,MEGHALAYA,21,7.8,7.1,58,1.5,2.97,19,43,A
1312,MEGHALAYA,18,3.9,7.1,235,16.9,16.61,16500,23000,F
1313,MEGHALAYA,18,4.9,7.1,182,14.2,11.61,10417,15500,F
1314,MEGHALAYA,19,2.7,7.1,281,35.4,14.84,41000,62667,F
1315,MEGHALAYA,19,2.5,7.1,382,37.2,11.81,53083,87167,F
1316,MEGHALAYA,18,8,7,48,1.4,3.8,17,41,A
1317,MEGHALAYA,24,8.4,7.1,48,1.2,3.08,18,45,A
1318,MEGHALAYA,17,6.8,6.6,49,1.9,3.07,18,38,A
1319,MEGHALAYA,18,2.1,7,286,45.6,10.61,51250,84500,F
1320,MEGHALAYA,19,4,7.1,194,22.4,10.47,29500,45250,F
1321,MEGHALAYA,24,7.7,7.2,107,6.6,3.02,285,425,F
1322,MEGHALAYA,22,7.6,7.1,51,2,2.6,37,81,B
1323,MEGHALAYA,20,7.7,7.1,46,1.6,3.93,8,22,A
1324,MEGHALAYA,20,7.7,7.1,49,1.9,3.89,11,26,A
1325,MIZORAM,24,6.5,7.4,297,1,0.13,26,438,B
1326,MIZORAM,24,6.3,7.5,287,0.9,0.14,5,204,B
1327,MIZORAM,24,6.5,7.2,375,1.1,0.17,33,625,C
1328,MIZORAM,24,6.9,6.9,349,1.1,0.18,38,503,C
1330,TRIPURA,28,6.4,8,155,3.9,0.5,512,516,D
1331,TRIPURA,27,6.5,8,168,4.2,0.99,488,616,D
1334,"DAMAN, DIU, DADRA NaNGAR HAVELI",28.1,4.6,8,23576,158.8,6.88,35,46,F
1341,GUJARAT,27.6,7.1,7.3,212,1.4,0.84,3,6,A
1342,GUJARAT,28.2,5,8.3,12771,4.1,1.48,7,30,F
1343,GUJARAT,28,6.7,8,304,1.5,0.18,1500,3550,C
1344,GUJARAT,28.5,5.8,7.7,1315,2.5,0.22,1900,6800,D
1345,GUJARAT,29.5,5.9,7.6,36593,3.9,0.07,1200,3200,D
1346,GUJARAT,27,7.6,7.7,1291,10,0.34,23,77,D
1347,GUJARAT,29.5,6,7.7,18865,3.6,3.12,900,2450,F
1348,GUJARAT,27,4.3,8.4,605,6.5,1.68,5,15,E
1349,GUJARAT,26.7,3.7,8.2,600,4.3,1.66,6,20,E
1350,GUJARAT,27,4.6,7.2,729,4,0.33,900,2300,D
1352,GOA,28.7,6.8,6.5,43,1.1,0.42,8,178,C
1353,GOA,29.3,6.6,7,59,1.1,0.27,8,113,B
1354,GOA,28.8,6,6.2,106,1.5,0.28,9,166,C
1355,GOA,28.3,5.9,6.6,516,1.1,0.18,8,169,B
1356,GOA,25.8,7.3,6.1,87,0.9,0.33,6,169,C
1357,GOA,28.3,7.3,5.9,74,1.5,0.22,8,163,F
1358,GOA,27.8,6.7,6.3,127,2,0.44,10,149,C
1359,GOA,26,6.8,6.2,226,1.6,0.18,9,151,C
1360,GOA,27.8,7.1,5.9,93,1.8,0.28,9,131,F
1361,GOA,26.3,7.4,6.2,76,1.3,0.41,11,133,C
1362,GOA,25.7,7.3,6.2,113,1.2,0.33,9,137,C
1363,GOA,29,7.3,5.9,100,1.3,0.27,6,173,F
1364,GOA,26.9,6,5.9,273,1.8,0.31,10,171,F
1365,GOA,27,6.1,6.5,201,2,0.43,9,149,C
1366,GOA,27.5,6.2,6.3,245,1.8,0.31,7,135,C
1367,GOA,28.3,7,6.5,75,0.9,0.22,7,166,C
1368,GOA,29,7.3,6,74,1.6,0.11,8,181,F
1369,MAHARASHTRA,28.2,7.1,7.9,108,3.3,0.42,65,137,D
1371,MAHARASHTRA,27.4,7,8,129,3.5,0.49,40,105,D
1372,MAHARASHTRA,27.3,7,8,130,3.3,0.46,33,93,D
1373,MAHARASHTRA,28.5,5.7,7.4,2323,6.3,1.47,400,541,F
1374,MAHARASHTRA,28.4,5.9,7.6,462,4.9,2.47,23,63,F
1375,MAHARASHTRA,28.4,7,7.7,107,3.8,0.4,131,285,D
1376,MAHARASHTRA,28.9,6.2,7.4,299,5.1,0.95,209,401,D
1377,MAHARASHTRA,28.2,5.9,7.8,33259,6.8,1.61,114,228,F
1378,MAHARASHTRA,28.9,7.2,7.9,77,3.2,0.42,164,282,D
1379,MAHARASHTRA,27,3.2,7.4,28018,46,1.67,908,1164,F
1380,MAHARASHTRA,27.9,6.8,7.8,350,2.6,1.99,2,72,B
1381,MAHARASHTRA,26.8,6.9,7.5,133,3.2,0.55,252,409,D
1382,MAHARASHTRA,27.2,6.9,7.5,143,3.4,0.54,149,307,D
1383,MAHARASHTRA,26.8,6.1,6.9,609,4.2,3.1,65,135,F
1384,MAHARASHTRA,26.9,6.8,7.4,129,3.2,0.86,51,133,D
1385,MAHARASHTRA,26.8,6.7,7.4,130,3.2,0.75,45,124,D
1386,MAHARASHTRA,26.9,6.6,7.4,130,5,0.74,67,158,D
1387,MAHARASHTRA,26.9,6.7,7.5,120,3.6,0.73,85,226,D
1388,MAHARASHTRA,26.2,7.1,7.9,139,3.2,0.45,74,147,D
1389,MAHARASHTRA,27.4,6,7.4,13925,59.1,3.08,4,116,F
1390,MAHARASHTRA,26.4,6.7,7.7,274,2.3,2.04,5,88,B
