STATION CODE|LOCATIONS|STATE|TEMP|DO|pH|CONDUCTIVITY|BOD|NITRATE_N_NITRITE_N|FECAL_COLIFORM|TOTAL_COLIFORM
220|BARAK RIVER AT D/S OF SILCHAR|ASSAM|17.5|6.2|6.8|138.0|1.6|1.3|1255.0|2975.0
221|SONaNI RIVER AT SONaNI|ASSAM|15.1|6.3|6.8|136.0|1.0|1.4|6048.0|31975.0
222|KUSHIARA RIVER AT KARIMGANJ|ASSAM|13.3|4.9|6.8|177.0|1.7|1.8|638.0|6740.0
223|KAROLA, D/S OF JALPAIGURI, NEAR MIN BHAWAN|WEST BENGAL|27.3|6.7|7.4|166.0|3.0|0.3|169867.0|344500.0
224|KALJANI D/S OF ALIPURDWAR, MUNICIPALITY DISCHARGE POINT�|WEST BENGAL|28.8|7.6|7.6|141.0|2.4|0.3|4708.0|15667.0
225|PANCHNaNI RIVER AT NH-52 CROSSING, ORANG|ASSAM|23.0|7.7|7.0|355.0|0.8|1.4|1530.0|5628.0
233|RAMGANGA AT KANNaNUJ (BEFORE CONF.),U.P|UTTAR PRADESH|26.9|6.9|8.0|391.0|4.1|0.3|2800.0|5256.0
235|KALINaNDI AT KANNaNUJ (BEFORE CONF.),U.P|UTTAR PRADESH|26.9|6.2|7.9|316.0|5.1|0.3|2956.0|5056.0
236|VARUNaN AT RAMESHWAR, VARANaNSI|UTTAR PRADESH|22.9|8.0|8.0|305.0|2.6|0.0|4942.0|5758.0
237|VARUNaN B/C WITH RIVER GANGA AT VARANaNSI|UTTAR PRADESH|23.3|3.3|8.4|508.0|36.5|0.0|137417.0|224167.0
238|SAI AT UNNaNO AFTER DRAIN OUTFALL, U.P.|UTTAR PRADESH|26.8|7.3|13.2|237.0|3.7|0.1|2164.0|4427.0
239|SAI AT JALALPUR, JAUNPUR|UTTAR PRADESH|23.0|7.8|8.2|298.0|2.9|0.0|6300.0|10192.0
240|GOMTI AT SITAPUR U/S AT WATER INTAKE, U.P.|UTTAR PRADESH|25.8|8.7|8.1|392.0|2.7|1.3|631.0|1879.0
241|GOMTI AT LUCKNOW U/S AT WATER INTAKE POINT,U.P.|UTTAR PRADESH|25.9|8.0|8.0|454.0|3.3|1.6|2120.0|3900.0
242|GOMTI AT LUCKNOW D/S, U.P.|UTTAR PRADESH|25.0|2.6|7.6|568.0|9.5|4.0|82800.0|118300.0
243|GOMTI AT JAUNPUR D/S, U.P.|UTTAR PRADESH|22.7|7.7|8.2|323.0|3.3|0.0|11083.0|16333.0
244|GOMTI AT VARANaNSI, U.P|UTTAR PRADESH|22.9|7.8|8.1|306.0|3.0|0.0|6917.0|11283.0
245|RAPTI AT RAJGHAT, GORAKHPUR|UTTAR PRADESH|20.8|7.5|8.0|478.0|3.4|0.4|593.0|1175.0
246|RAPTI AFTER CONFL. OF R. HONIN NR. DOMINGARH RLY BRIDGE, GORAKHPUR, U.P.|UTTAR PRADESH|21.0|7.1|8.1|438.0|2.8|0.3|232.0|494.0
247|SARYU AT AYODHYA AT MAIN BATHING GHAT, U.P.|UTTAR PRADESH|20.3|9.2|7.7|187.0|2.7|0.7|4525.0|7258.0
248|GHAGHARA AT DEORIA D/S, U.P.|UTTAR PRADESH|23.0|7.7|8.1|488.0|2.9|0.3|203.0|455.0
249|GHAGHRA AT BARHALGANJ, GORAKHPUR|UTTAR PRADESH|21.6|7.5|8.1|529.0|3.4|0.4|583.0|1177.0
250|GHAGHARA NEAR CHAPRA, BIHAR|BIHAR|23.2|8.6|8.2|260.0|2.2|0.0|1115.0|2433.0
251|RIHAND AT RENUKUT U/S, U.P.|UTTAR PRADESH|24.5|7.6|8.1|286.0|2.4|0.6|1287.0|2367.0
252|RIHAND AT RENUKUT D/S, U.P.|UTTAR PRADESH|24.5|7.9|8.1|281.0|2.3|0.6|1525.0|2633.0
253|SONE AT KOELWAR, BIHAR|BIHAR|22.6|8.1|8.1|232.0|1.9|0.0|697.0|1533.0
254|SONE RIVER NEAR BANZARI|BIHAR|19.0|8.2|7.6|250.0|2.1|0.0|710.0|1567.0
255|SONE RIVER AT BAHIYARA|BIHAR|23.0|8.3|8.0|252.0|2.2|0.0|483.0|1580.0
256|SONE RIVER AT NaNSIRIGANJ DAM|BIHAR|23.2|7.7|7.8|298.0|2.2|0.0|848.0|2167.0
257|GANDAK AT SONEPUR, PATNaN (BEFORE CONFL.),BIHAR|BIHAR|22.3|8.6|8.1|238.0|2.0|0.0|581.0|1557.0
258|GANDAK AT REWAGHAT, MUJAFFARPUR|BIHAR|23.0|8.4|8.1|247.0|1.8|0.0|527.0|1305.0
259|GANDAK ATSAMASTIPUR ROAD BRIDGE|BIHAR|23.2|7.9|8.0|302.0|2.1|0.0|897.0|2317.0
260|GANDAK RIVER U/S ROAD BRIDGE MUZAFFARPUR (NH)|BIHAR|23.1|16.3|8.1|269.0|2.0|0.0|769.0|1655.0
261|GANDAK RIVER GOPALGANJ - PIPRAKOTHI ROAD BRIDGE (DUMARIA GHAT)|BIHAR|23.8|8.0|7.4|346.0|2.0|0.0|532.0|1180.0
262|SIKRAHNaN RIVER AT LAL PARSE, BITTIAH|BIHAR|22.4|6.5|7.5|319.0|3.5|0.0|1900.0|5025.0
263|SIKRANaN AT CHANPATIYA|BIHAR|23.3|4.2|7.3|418.0|7.1|0.0|2460.0|7640.0
264|SIKRAHNaN RIVER AT LAURIA - HARINaNGAR ROAD BRIDGE|BIHAR|25.6|4.3|7.1|450.0|30.0|0.0|1690.0|6333.0
265|BURHI GANDAK AT AKHARAGHAT, MUZAFFARPUR|BIHAR|23.3|8.0|8.0|290.0|2.4|0.0|1350.0|3250.0
266|HARBORA RIVER AT NaNRKATIAGANJ|BIHAR|24.1|4.4|7.2|370.0|4.7|0.0|1700.0|4450.0
267|U/S HARBORA RIVER|BIHAR|22.1|8.1|8.1|228.0|1.8|0.0|721.0|1257.0
268|KAMALA RIVER AT BENIPATTI (MADHUBANI)|BIHAR|18.5|8.6|8.1|338.0|2.1|0.0|500.0|950.0
269|KAMALA RIVER AT DARBHANGA|BIHAR|23.0|7.9|7.8|319.0|2.2|0.0|740.0|1840.0
270|KAMALA RIVER AT JAYNaNGAR|BIHAR|18.0|8.8|8.2|340.0|2.0|0.0|500.0|900.0
271|MANUSMAR RIVER AT RIGA, SITAMARHI|BIHAR|22.3|5.6|7.4|330.0|3.5|0.0|2000.0|5560.0
272|KOSHI RIVER AT KURSHELA AT KATIHAR|BIHAR|24.8|7.0|7.4|184.0|2.0|0.0|670.0|1989.0
273|KOSHI RIVER AT MADHEPURA|BIHAR|23.5|7.1|7.6|211.0|2.0|0.0|900.0|2175.0
274|KOSHI RIVER AT BEERPUR|BIHAR|24.2|7.1|7.4|215.0|2.1|0.0|738.0|1880.0
275|DAHA AT SIWAM|BIHAR|23.7|7.8|7.8|326.0|2.4|0.0|1500.0|2983.0
276|D/S DAHA RIVER AT SASAMUSA|BIHAR|20.9|5.4|7.5|404.0|3.3|0.0|1900.0|5883.0
277|DAHA RIVER AT ITWA BRIDGE, SIWAN|BIHAR|23.7|7.7|7.8|333.0|2.3|0.0|1200.0|2650.0
278|DAHA RIVER AT MEERGANJ|BIHAR|25.2|4.5|7.2|289.0|5.3|0.0|1182.0|3033.0
279|DHOUS AT MADHUBANI|BIHAR|18.5|7.3|7.8|288.0|2.8|0.0|1400.0|4000.0
280|FARMAR AT JOGBANI|BIHAR|23.3|7.0|7.4|251.0|2.5|0.0|1343.0|3157.0
281|RAM REKHA RIVER AT HARINaNGAR|BIHAR|25.6|2.1|6.9|461.0|8.6|0.0|3867.0|14367.0
282|RAM REKHA RIVER AT U/S HARINaNGAR|BIHAR|23.5|7.2|7.6|299.0|2.2|0.0|1045.0|2750.0
283|SIRSA AT RUXOL|BIHAR|27.8|2.1|7.2|457.0|11.0|0.0|5000.0|16000.0
284|BAGMATI RIVER AT MUZAFFARPUR - SITAMARHI ROAD BRIDGE|BIHAR|24.5|8.0|7.9|276.0|1.7|0.0|743.0|2333.0
285|BAGMATI RIVER AT DARBHANGA - SAMASTIPUR ROAD BRIDGE|BIHAR|22.6|8.4|7.9|306.0|2.0|0.0|596.0|1400.0
287|PUNPUN RIVER NEAR PUNPUN RAIL BRIDGE|BIHAR|22.3|7.9|7.8|300.0|2.2|0.0|827.0|2467.0
288|PUNPUN RIVER NEAR KINZER ROAD BRIDGE|BIHAR|21.0|8.0|7.9|289.0|2.1|0.0|600.0|1650.0
289|SIRSIA RIVER D/S RAXAUL (KOERIA TOLA)|BIHAR|27.8|2.1|7.3|432.0|9.7|0.0|2850.0|12550.0
290|GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB|PUNJAB|22.7|5.8|7.2|640.0|6.0|4.3|1450.0|4073.0
291|GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB|PUNJAB|19.0|4.8|7.6|1090.0|22.0|3.6|30500.0|52500.0
292|GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB|PUNJAB|23.0|5.5|7.3|705.0|10.0|5.0|2020.0|5433.0
293|GHAGGAR AT RATANHERI, D/S OF PATIALA NaNDI (AFTER CONFL.), PUNJAB|PUNJAB|24.0|5.1|7.4|1375.0|23.7|5.9|27333.0|50333.0
294|D/S CHHATBIR, PUNJAB|PUNJAB|24.7|5.5|7.4|745.0|10.0|6.1|12167.0|29333.0
295|U/S DHAKANSU NaNLLAH, PUNJAB|PUNJAB|25.0|5.0|7.6|975.0|16.3|6.1|11167.0|21667.0
296|D/S DHAKANSU NaNLLAH, PUNJAB|PUNJAB|22.0|4.9|7.7|1385.0|27.5|7.7|42500.0|72000.0
297|D/S JHARMAL NaNDI, PUNJAB|PUNJAB|24.3|5.0|7.3|1067.0|19.3|6.2|21467.0|39533.0
298|U/S JHARMAL NaNDI, PUNJAB|PUNJAB|23.3|5.3|7.2|970.0|13.3|5.9|3167.0|7133.0
299|GHAGGER AT MOONaNK, PUNJAB|PUNJAB|19.5|4.9|7.7|1418.0|21.0|4.2|28000.0|49500.0
300|D/S SARDULGARH, PUNJAB|PUNJAB|21.5|4.1|7.5|1015.0|23.0|6.1|35000.0|57500.0
301|U/S SARDULGARH, PUNJAB|PUNJAB|20.0|4.8|7.4|854.0|17.0|4.7|20500.0|38000.0
302|GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANaN NEAR RD NO. 629, RAJASTHAN|RAJASTHAN|32.6|4.0|6.8|370.0|3.0|0.8|4.0|9.0
303|RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.|HIMACHAL PRADESH|23.6|7.8|7.8|376.0|1.3|0.4|9.0|17.0
304|MARKANDA U/S KALA AMB|HIMACHAL PRADESH|23.9|7.7|7.7|354.0|1.3|0.3|12.0|22.0
305|MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANaN|HIMACHAL PRADESH|24.5|7.6|7.9|344.0|1.6|0.4|12.0|22.0
306|RIVER SUKHANaN AT PARWANOO, DISTT. SOLAN, H.P.|HIMACHAL PRADESH|18.1|4.4|7.1|694.0|41.0|1.2|92.0|224.0
307|RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN|RAJASTHAN|25.1|5.9|8.0|401.0|0.9|0.7|4.0|15.0
308|KODRA DAM, MOUNT ABU, RAJASTHAN|RAJASTHAN|22.3|6.0|7.2|106.0|0.8|0.4|4.0|15.0
309|RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN|RAJASTHAN|23.7|5.6|7.9|326.0|1.1|0.8|4.0|4.0
310|RIVER LUNI AT RANaNKPUR DAM, RANaNKPUR, PALI, RAJASTHAN|RAJASTHAN|23.9|6.2|8.1|592.0|1.0|0.7|4.0|6.0
311|AMBA RIVER AT D/S OF WAKEN BRIDGE-U/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA|MAHARASHTRA|25.1|6.6|7.8|95.0|4.9|0.2|16.0|36.0
312|BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA|MAHARASHTRA|29.6|6.9|7.9|99.0|5.0|0.4|15.0|34.0
313|BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE|MAHARASHTRA|27.4|6.8|7.7|85.0|5.2|0.3|11.0|23.0
314|BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE|MAHARASHTRA|27.8|6.7|7.8|80.0|4.9|0.3|12.0|29.0
315|KALU AT ATALE VILLAGE, MAHARASHTRA|MAHARASHTRA|30.6|5.1|7.3|3937.0|10.3|1.8|31.0|83.0
316|KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.|MAHARASHTRA|25.0|5.6|7.9|468.0|3.6|1.9|66.0|164.0
317|KUNDALIKA AT ROHA CITY, MAHARASHTRA|MAHARASHTRA|25.0|6.4|7.6|541.0|5.7|0.6|23.0|45.0
318|KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE )|MAHARASHTRA|25.0|5.5|7.4|6166.0|7.7|1.1|44.0|67.0
319|KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINaN ZONE), SALAV, ROHA, RAIGAD|MAHARASHTRA|25.3|5.3|7.7|24062.0|9.9|1.2|156.0|304.0
320|KUNDALIKA RIVER AT DHATAV AT JACKWELL (DRINKING WATER��PUMPING STATION-SWEET ZONE), ROHA|MAHARASHTRA|25.1|6.7|7.6|83.0|4.8|0.2|28.0|76.0
321|MITHI RIVER|MAHARASHTRA|26.1|3.6|7.4|4424.0|31.3|2.2|276.0|474.0
323|PATALGANGA AT SHILPHATA, MAHARASHTRA|MAHARASHTRA|27.4|5.9|7.4|268.0|6.4|0.4|37.0|68.0
324|PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA|MAHARASHTRA|27.1|5.4|7.5|2413.0|7.4|1.5|59.0|116.0
325|PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.|MAHARASHTRA|27.2|5.8|7.3|384.0|5.4|0.6|37.0|78.0
326|PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.|MAHARASHTRA|27.3|5.9|7.4|269.0|5.1|1.2|34.0|60.0
327|PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.|MAHARASHTRA|27.0|6.0|7.3|269.0|8.5|0.4|32.0|58.0
328|PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.|MAHARASHTRA|27.2|6.1|7.3|196.0|6.1|0.5|30.0|63.0
329|PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.|MAHARASHTRA|27.0|5.9|7.4|269.0|6.4|0.4|19.0|47.0
330|PEHLAR DAM ON PEHLAR RIVER INLET OF WATER WORKS, VASAI, THANE.|MAHARASHTRA|22.6|6.3|7.8|223.0|4.6|0.9|15.0|32.0
336|SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE|MAHARASHTRA|27.1|6.8|7.9|5390.0|4.9|0.8|15.0|28.0
337|SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE|MAHARASHTRA|27.6|6.6|8.1|161.0|4.6|0.3|16.0|32.0
338|SURYA RIVER AT INTAKE OF VASAI-VIRAR W/S SCHEME, MASVAN, PALGHAR, THANE|MAHARASHTRA|27.3|6.7|8.0|138.0|5.0|0.3|14.0|33.0
339|TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE|MAHARASHTRA|27.8|6.7|7.8|81.0|4.9|0.3|14.0|35.0
340|ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA|MAHARASHTRA|28.0|5.9|7.7|194.0|5.5|0.6|22.0|51.0
341|ULHAS AT U/S OF BADLAPUR, MAHARASHTRA|MAHARASHTRA|28.1|6.3|7.6|186.0|4.6|0.6|13.0|31.0
342|ULHAS RIVER ATJAMBHUL WATER WORKS.|MAHARASHTRA|28.6|6.6|7.6|207.0|4.7|0.7|12.0|31.0
343|VAITARNaN RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.|MAHARASHTRA|26.9|6.8|7.7|85.0|5.0|0.4|15.0|34.0
351|BHIMA AT PUNE U/S VITHALWADI, MAHARASHTRA|MAHARASHTRA|26.3|3.7|7.9|453.0|7.5|2.2|202.0|1468.0
352|BHIMA RIVER AT KOREGAON NEAR KOREGAON BRIDGE, SHIRUR, PUNE|MAHARASHTRA|24.4|5.8|8.1|523.0|5.7|2.1|164.0|1529.0
353|BHIMA RIVER-BACKWATER OF UJANI DAM NEAR RAW WATER PUMP HOUSE, KUMBARGAON, INDAPUR, PUNE|MAHARASHTRA|28.5|5.9|7.9|524.0|11.1|3.0|52.0|609.0
354|BHIMA AT PUNE, D/S OF BUNDGARDEN,MAHARASHTRA|MAHARASHTRA|27.1|3.3|7.7|424.0|13.7|3.1|386.0|1800.0
355|BHIMA AT PARGAON (AFTER CONFL.WITH MULE MARTHA) MAHARASHTRA.|MAHARASHTRA|27.3|5.3|8.0|720.0|7.2|2.9|209.0|1700.0
356|BHIMA AFTER CONF. WITH DAUNT, MAHARASHTRA|MAHARASHTRA|27.5|5.4|8.0|755.0|7.2|3.2|187.0|1675.0
357|BHIMA AT NaNRSINGHPUR,(D/S AF.CONFL.WITH R.NIRA),MAHARASHTRA|MAHARASHTRA|29.5|6.4|8.2|991.0|5.3|2.0|251.0|1425.0
358|BHIMA AT TAKLI, MAHARASHTRA|MAHARASHTRA|29.1|6.2|8.2|1010.0|5.1|2.3|164.0|1529.0
359|BHIMA AT D/S OF ROAD BRIDGE AT GANGAPUR VILLAGE,KARNaNTAKA|KARNaNTAKA|27.3|6.8|8.4|949.0|3.8|0.3|1483.0|1600.0
360|BHIMA AT FEROZABAD VILLAGE (D/S), KARNaNTAKA|KARNaNTAKA|28.5|6.7|14.7|917.0|3.0|0.2|992.0|1542.0
361|BHIMA AT D/S OF BDG. NEAR YADGIR,KARNaNTAKA|KARNaNTAKA|29.6|7.6|8.1|834.0|2.1|0.2|1183.0|1600.0
362|BHIMA RIVER AT CONFLUENCE OF JEWARGI TOWN SEWAGE DISPOSAL POINT|KARNaNTAKA|29.2|6.4|8.4|874.0|3.0|0.3|1033.0|1483.0
363|ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANaNL JOINS, GOA|GOA|29.8|5.7|7.2|189.0|2.0|0.2|4953.0|8391.0
364|ZUARI AT PANCHAWADI|GOA|29.5|6.3|6.9|179.0|1.7|0.1|3243.0|5330.0
365|RIVER ZUARI AT BORIM BRIDGE|GOA|29.7|5.8|6.9|64.0|3.8|0.5|5382.0|8443.0
366|RIVER ZUARI AT MARCAIM JETTY|GOA|29.5|5.8|7.3|83.0|1.9|0.4|3428.0|5500.0
367|MANDOVI AT NEGHBOURHOOD OF PANaNJI, GOA|GOA|30.0|5.5|7.4|81.0|1.5|0.1|2853.0|4049.0
368|MANDOVI AT TONCA, MARCELA, GOA|GOA|29.2|6.1|6.7|308.0|1.4|0.3|3355.0|5672.0
369|RIVER MANDOVI AT AMONaN BRIDGE|GOA|29.6|6.4|6.7|414.0|1.0|0.2|6073.0|9423.0
370|RIVER MANDOVI AT IFFI JETTY|GOA|30.0|6.4|7.6|305.0|2.2|0.1|3478.0|4990.0
371|RIVER MANDOVI NEAR HOTEL MARRIOT|GOA|30.1|6.3|7.6|77.0|2.3|0.1|2606.0|4301.0
372|RIVER KALNaN AT CHANDEL- PERNEM, GOA|GOA|27.8|7.1|7.1|176.0|1.2|0.1|4573.0|7817.0
373|RIVER ASSONORA AT ASSONORA, GOA|GOA|27.9|6.7|6.4|93.0|1.4|0.1|2147.0|3433.0
374|RIVER BICHOLIM VARAZAN NaNGAR , BICHOLIM|GOA|29.3|7.4|6.8|121.0|1.7|0.4|11633.0|18125.0
375|RIVER CHAPORA NEAR ALORNaN FORT ,PERNEM|GOA|29.2|6.9|7.0|620.0|1.1|0.1|3500.0|6300.0
376|RIVER CHAPORA AT SIOLIM|GOA|30.0|6.0|7.5|72.0|1.6|0.2|4995.0|9517.0
377|RIVER KHANDEPAR AT OPA - PONDA, GOA|GOA|29.0|7.3|7.0|247.0|1.5|0.2|1095.0|2453.0
378|RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM|GOA|29.1|7.3|7.0|188.0|1.0|0.1|1286.0|3048.0
379|RIVER KUSHAWATI NEAR BUND AT KEVONaN,RIVON,SANGUEM|GOA|28.7|7.0|6.9|224.0|1.2|0.3|3896.0|6742.0
380|RIVER MADAI AT DABOS -��VALPOI, GOA|GOA|28.7|7.3|6.7|144.0|1.5|0.1|1940.0|3052.0
381|RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSA-PANaNJI|GOA|29.5|5.3|6.8|319.0|1.8|0.3|6458.0|10250.0
382|RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAO- CANaNCONaN NaNTIONaNL HIGHWAY)|GOA|29.0|6.3|6.4|79.0|1.6|1.4|7592.0|12842.0
383|RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM|GOA|29.4|5.4|7.6|39.0|1.4|0.1|3176.0|6367.0
384|RIVER SAL AT KHAREBAND, MARGAO|GOA|28.3|2.2|6.5|322.0|4.7|1.2|11210.0|14920.0
385|RIVER SAL AT ORLIM BRIDGE, ORLIM|GOA|30.1|5.2|7.1|192.0|2.6|0.3|5073.0|8925.0
386|RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE)|GOA|30.3|5.6|7.5|282.0|1.8|0.1|3205.0|5082.0
387|RIVER SINQUERIM NEAR NERUL TEMPLE|GOA|30.5|5.5|7.4|275.0|1.5|0.1|4698.0|8625.0
388|RIVER TALPONaN AT CANaNCONaN, GOA|GOA|29.1|7.3|6.7|55.0|1.4|0.1|2638.0|4003.0
389|RIVER TIRACOL AT TIRACOL|GOA|30.1|6.5|7.5|415.0|2.0|0.1|864.0|1538.0
390|RIVER VALVANT AT SANKLI - BICHOLIM, GOA|GOA|29.2|7.2|6.3|100.0|1.5|0.1|7942.0|13575.0
393|MANJRA RIVER AT D/S OF LATUR, NEAR LATUR- NaNDED BRIDGE AT BHATKHEDA, LATUR.|MAHARASHTRA|26.3|6.6|7.9|1610.0|4.7|0.4|2.0|107.0
394|RIVER MANJEERA AT GOWDICHARLA B/C WITH NaNKKAVAGU|ANDHRA PRADESH|29.1|5.8|8.2|498.0|1.3|2.0|13.0|102.0
395|RIVER MANJEERA AT GOWDICHARLA A/C WITH NaNKKAVAGU|ANDHRA PRADESH|29.6|5.2|8.2|555.0|1.6|2.9|19.0|158.0
396|MANJEERA RIVER - NEAR GANaNPATHI SUGARS , MEDAK DIST., A.P|ANDHRA PRADESH|28.5|6.3|8.4|451.0|0.8|0.9|9.0|90.0
397|MANJERA AT RAIPALLU, A.P.|ANDHRA PRADESH|28.3|6.6|8.4|427.0|1.0|1.0|9.0|82.0
398|MANJRA AT D/S IN INTAKE POINT TO BIDAR CITY|KARNaNTAKA|27.9|7.0|7.8|543.0|2.3|1.3|786.0|1400.0
401|WARDHA RIVER AT D/S OF ERAI RIVER, HADASTI, CHANDRAPUR.|MAHARASHTRA|26.1|5.1|8.1|369.0|11.3|1.1|140.0|220.0
402|WARDHA RIVER AT U/S OF ERAI RIVER, HADASTI, CHANDRAPUR.|MAHARASHTRA|24.9|6.0|8.2|403.0|8.9|1.0|90.0|130.0
403|WARDHA RIVER AT U/S OF ACC GHUGGUS, CHANDRAPUR.|MAHARASHTRA|23.9|6.2|8.2|458.0|8.9|2.2|110.0|140.0
404|WARDHA RIVER D/S OF ACC GHUGGUS.|MAHARASHTRA|23.4|5.1|8.2|577.0|10.7|2.3|110.0|140.0
405|WARDHA RIVER AT CONFLUENCE POINT OF PENGANGA & WARDHA AT JUAD.|MAHARASHTRA|24.4|5.4|8.1|678.0|10.6|2.7|50.0|80.0
406|WARDHA AT RAJURA BRIDGE, MAHARASHTRA|MAHARASHTRA|23.7|5.7|8.2|498.0|8.9|2.1|40.0|70.0
407|WAINGANGA AT BALAGHAT, M.P.|MADHYA PRADESH|22.7|7.4|7.4|450.0|2.2|0.4|39.0|67.0
408|WAINGANGA AT CHINDWARA, M.P.|MADHYA PRADESH|21.4|7.3|8.0|386.0|2.3|1.0|15.0|95.0
409|WAINGANGA AT CHHAPARA, NEAR W/S INTAKE POINT, JABALPUR|MADHYA PRADESH|23.0|7.7|8.1|292.0|1.5|4.8|0.0|36.0
410|WAINGANGA AFTER CONLUENCE WITH KANHAN|MAHARASHTRA|33.3|4.8|8.3|482.0|10.8|6.0|170.0|277.0
411|WAINGANGA RIVER U/S OF ELLORA PAPER MILL.|MAHARASHTRA|28.1|5.9|8.1|341.0|9.1|1.2|82.0|132.0
412|WAINGANGA RIVER D/S OF ELLORA PAPER MILL.|MAHARASHTRA|27.3|5.3|8.2|273.0|9.6|1.7|98.0|180.0
413|WAINGANGA U/S OF GAURAV PAPER MILLS, NEAR JACKWELL.|MAHARASHTRA|25.1|6.2|8.2|393.0|9.1|2.4|110.0|170.0
414|WAINGANGA D/S OF GAURAV PAPER MILLS, NEAR JACKWELL.|MAHARASHTRA|24.3|5.3|8.2|388.0|10.6|1.2|140.0|240.0
415|WAINGANGA AT ASHTI, MAHARASHTRA|MAHARASHTRA|24.1|5.7|8.2|366.0|8.6|0.9|170.0|280.0
416|KOLAR BEFORE CONFLUENCE TO KANHAN AT KAMPTEE|MAHARASHTRA|24.1|5.5|8.2|607.0|10.4|2.9|114.0|193.0
417|KANHAN AT CHINDWARA BEFORE MIXING BOREGAON GROWTH CENTRE NaNLLA, JABALPUR|MADHYA PRADESH|23.7|7.4|7.7|403.0|2.1|0.3|39.0|127.0
418|KANHAN D/S OF NaNGPUR|MAHARASHTRA|33.8|4.8|8.2|477.0|10.5|6.7|131.0|221.0
419|KANHAN RIVER U/S OF M/S VIDHARBHA PAPER MILL, SINORA.|MAHARASHTRA|24.4|5.5|8.2|534.0|10.1|2.7|103.0|157.0
420|KANHAN RIVER D/S OF M/S VIDHARBHA PAPER MILL, SINORA.|MAHARASHTRA|24.9|5.1|8.2|523.0|11.1|2.7|140.0|222.0
421|PURNaN AT DHUPESHWAR|MAHARASHTRA|26.3|4.7|8.4|940.0|15.1|11.5|183.0|273.0
422|PURNaN RIVER NEAR ACHALPUR-AMRAVATI ROAD BRIDGE, ASEGAON, CHANDUR BAZAR, AMRAVATI|MAHARASHTRA|23.2|4.2|8.4|685.0|13.0|8.4|363.0|420.0
423|NIRA AT PULGAON COTTON MILL, WARDHA, MAHARASHTRA|MAHARASHTRA|31.6|5.1|8.3|435.0|9.7|2.5|152.0|231.0
424|KINNERASANI A/C OF KTPS ASH POND EFFLUENTS, KHAMMAM|ANDHRA PRADESH|21.6|6.9|7.5|469.0|0.8|0.5|2.0|1100.0
426|BINDUSARA RIVER AT BEED NEAR INTAKE WATER PUMP HOUSE AT DAM, PALIGAON, BEED|MAHARASHTRA|27.6|6.5|7.7|1127.0|5.7|0.3|3.0|108.0
427|DARNaN RIVER AT CHEHEDI PUMPING STATION, NaNSHIK.|MAHARASHTRA|22.1|5.2|7.9|306.0|4.5|2.2|47.0|136.0
428|DARNaN RIVER AT ASWALI ( DARNaN DAM), IGATPURI, NaNSHIK|MAHARASHTRA|21.6|4.7|7.9|262.0|3.4|1.2|33.0|106.0
429|DARNaN RIVER AT MES SITE PUMPING STATION, BHAGUR, NaNSHIK.|MAHARASHTRA|21.9|5.5|8.0|247.0|3.7|1.1|39.0|104.0
