STATION CODE|LOCATIONS|STATE|TEMP|DO|pH|CONDUCTIVITY|BOD|NITRATE_N_NITRITE_N|FECAL_COLIFORM|TOTAL_COLIFORM
430|DARNaN RIVER AT BHAGUR PUMPING STATION NEAR PANDHURLI BRIDGE, BHAGUR, NaNSHIK.|MAHARASHTRA|22.7|5.4|8.1|244.0|3.6|1.0|44.0|117.0
431|DARNaN RIVER AT SANSARI, NaNSHIK.|MAHARASHTRA|21.3|4.9|7.9|272.0|3.4|0.6|59.0|155.0
432|PENGANGA RIVER NEAR WATER SUPPLY SCHEME OF UMARKHED MC BELKHED, UMARKHED, YAVATMAL|MAHARASHTRA|25.0|5.8|8.3|506.0|8.5|2.6|14.0|34.0
433|PENGANGA RIVER D/S OF ISAPUR DAM, ISAPUR, PUSAD, YAVATMAL|MAHARASHTRA|24.6|5.1|8.3|534.0|9.5|3.2|26.0|50.0
434|PENGANGA RIVER AT MEHKAR-BULDANaN ROAD BRIDGE, MEHKAR, BULDANaN|MAHARASHTRA|25.3|4.9|8.4|966.0|12.8|11.7|133.0|247.0
435|WENaN RIVER��AT U/S OF MOHATA MILLS, NEAR RAILWAY BRIDGE, HINGANGHAT|MAHARASHTRA|31.2|5.2|8.3|432.0|9.8|2.3|113.0|186.0
436|WENaN RIVER AT D/S OF MOHATA MILLS, NR RD BRG ON HINGANGHAT-WADNER ROAD|MAHARASHTRA|31.1|4.7|8.2|432.0|11.2|2.3|150.0|246.0
437|GHATPRABHA AT D/S OF MUDHOL RD. CROSS BDG., KARNaNTAKA|KARNaNTAKA|28.9|7.0|8.0|736.0|1.5|4.9|700.0|1250.0
438|GHATPRABHA AT W.A. POINT TO GOKAK TOWN,KARNaNTAKA|KARNaNTAKA|27.5|7.1|7.9|447.0|1.5|1.0|558.0|1040.0
439|MALPRABHA AT D/S OF KHANaNPUR VILLAGE,KARNaNTAKA|KARNaNTAKA|27.5|6.8|7.4|237.0|4.5|0.2|796.0|1460.0
440|MALPRABHA AT WATER ABSTR. PT. TO HUBLI,DHARWAR,KARNaNTAKA|KARNaNTAKA|28.5|6.6|7.7|371.0|1.2|0.6|620.0|1080.0
441|MALPRABHA AT D/S OF AIHOLE TOWN, KARNaNTAKA|KARNaNTAKA|28.5|6.9|8.0|1004.0|3.3|2.1|740.0|1390.0
442|MALPRABHA AT BADAMI BRIDGE, KARNaNTAKA|KARNaNTAKA|27.0|7.1|7.9|1017.0|4.0|1.5|732.0|1350.0
443|TUNGHABHADRA AT HONNaNLI BRIDGE, KARNaNTAKA|KARNaNTAKA|25.8|7.2|7.9|286.0|2.4|0.1|71.0|157.0
444|TUNGHABHADRA AT HARALAHALLI BRIDGE, KARNaNTAKA|KARNaNTAKA|26.1|7.0|8.0|415.0|2.9|0.3|93.0|191.0
445|TUNGHABHADRA AT ULLANUR, KARNaNTAKA|KARNaNTAKA|29.9|7.2|7.9|613.0|1.9|0.2|927.0|1542.0
446|TUNGABHADRA AT D/S OF HPF, KARNaNTAKA|KARNaNTAKA|27.0|6.5|7.9|536.0|6.0|0.4|179.0|386.0
447|TUNGABHADRA AT JACKWELL POINT, KARNaNTAKA|KARNaNTAKA|26.9|6.5|7.9|398.0|4.0|0.2|143.0|288.0
448|TUNGABHADRA AT HARIHAR WATER SUPPLY INTAKE, KARNaNTAKA|KARNaNTAKA|26.5|6.7|8.0|383.0|3.6|0.2|129.0|279.0
449|TUNGABHADRA AT D/S OF GANGAWATHI, KARNaNTAKA|KARNaNTAKA|29.8|7.2|8.1|448.0|1.9|0.2|808.0|1425.0
450|TUNGABHADRA AT NEW BRIDGE, KARNaNTAKA|KARNaNTAKA|26.1|7.2|7.9|313.0|2.7|0.1|69.0|152.0
451|TUNGABHADRA AT U/S OF HPF, KARNaNTAKA|KARNaNTAKA|26.2|7.2|7.9|290.0|2.9|0.1|55.0|133.0
452|TUNGHABHADRA AT KURNOOL U/S, BAVAPURAM, A.P.|ANDHRA PRADESH|27.7|7.1|8.1|956.0|2.2|2.5|18.0|544.0
453|TUNGHABHADRA AT MANTHRALAYAM , KURNOOL DIST., A.P|ANDHRA PRADESH|27.0|6.9|8.2|999.0|3.0|3.1|23.0|620.0
454|TUNGHA AT D/S OF SHIMOGA TOWN, KARNaNTAKA|KARNaNTAKA|27.6|6.0|7.8|166.0|3.5|0.2|273.0|734.0
455|CONFLUENCE POINT OF TUNGA AND BHADRA AT KUDLI|KARNaNTAKA|28.5|6.4|8.0|219.0|3.3|0.3|150.0|291.0
456|BHADRA AT MALLESWARAM D/S OF KIOCL KARNaNTAKA|KARNaNTAKA|21.8|5.5|13.7|223.0|1.0|0.1|718.0|2946.0
457|BHADRA AT D/S OF BHADRAVATHI, KARNaNTAKA|KARNaNTAKA|29.5|5.8|7.7|245.0|4.2|0.2|867.0|1542.0
458|BHADRA AT D/S OF KIOCL ROAD BRIDGE, NEAR HOLEHUNNUR,KARNaNTAKA|KARNaNTAKA|28.8|6.0|7.8|226.0|3.3|0.2|145.0|302.0
459|BHADRA AT U/S OF MPM, KARNaNTAKA|KARNaNTAKA|29.6|6.5|8.0|154.0|2.0|0.2|58.0|130.0
460|BHADRA AT U/S OF KIOCL, KARNaNTAKA|KARNaNTAKA|21.5|5.5|7.4|185.0|1.0|0.1|532.0|2064.0
464|RIVER MUSI RESERVOIR AT KASANIGUDA,��NaNLGONDA, A.P.|ANDHRA PRADESH|28.6|5.4|8.2|1062.0|2.1|2.6|21.0|67.0
465|PALLERU BEFORE CONFL. WITH KRISHNaN, JAGGAYYAPET, A.P.|ANDHRA PRADESH|25.5|6.9|8.0|838.0|0.9|0.6|2.0|1450.0
466|MUNERU BEFORE CONFL. WITH KRISHNaN, NaNDIGAMA, A.P.|ANDHRA PRADESH|24.0|6.6|8.3|905.0|0.7|0.5|2.0|1400.0
467|KAGINaN D/S OF SEWAGE DISPOSAL POINT|KARNaNTAKA|29.1|6.9|8.3|596.0|2.6|0.3|842.0|1425.0
468|KAGINaN AT SHAHABAD BRIDGE, KARNaNTAKA|KARNaNTAKA|29.0|6.8|8.4|575.0|2.6|0.4|696.0|1483.0
469|RIVER NaNKKAVAGU, BACHUGUDEM,MEDAK|ANDHRA PRADESH|28.3|4.8|7.9|1868.0|5.6|10.3|21.0|181.0
470|RIVER KUNDU, NaNDYAL, NEAR OVER BDG., KURNOOL|ANDHRA PRADESH|27.0|6.8|7.8|648.0|3.6|5.0|14.0|554.0
471|ASANGI NaNLLA AT ASANGI VILLAGE, KARNaNTAKA|KARNaNTAKA|27.3|7.0|8.1|734.0|1.3|0.9|820.0|1460.0
472|SALAULIM LAKE AT SALAULIM - SANGUEM, GOA|GOA|31.6|7.3|7.2|46.0|1.2|1.23|108.0|413.0
473|MAYEM LAKE, BICHOLIM|GOA|30.8|7.1|6.7|48.0|1.4|0.26|7453.0|12640.0
474|ANJUNEM LAKE|GOA|30.2|7.4|6.9|80.0|0.8|0.0|160.0|329.0
475|RUMDER LAKE|GOA|29.7|4.1|6.7|141.0|2.0|1.0|4428.0|7894.0
476|CARAMBOLIM LAKE|GOA|29.1|2.7|6.4|137.0|2.2|0.77|3207.0|4719.0
477|RAIA LAKE|GOA|31.6|5.9|6.6|110.0|2.7|1.0|1666.0|12638.0
478|SAIPEM LAKE|GOA|30.3|1.3|6.6|350.0|2.9|0.0|18857.0|32714.0
479|CURTORIM LAKE|GOA|31.6|4.9|6.5|148.0|2.8|1.05|2864.0|4218.0
481|AHMEDABAD|GUJARAT|27.6|6.5|8.6|649.0|21.8|4.0|5064.0|2487.0
482|AHMEDABAD|GUJARAT|29.5|7.03|8.1|320.0|29.5|3.23|783.0|12400.0
483|AJWAH LAKE AT SARI SAYAJI SABVAR, BARODA|GUJARAT|28.0|7.8|8.0|2225.0|5.5|2.0|2568.0|2448.0
484|SURSAGAR LAKE AT BARODA, GUJARAT|GUJARAT|29.3|6.4|8.0|23125.0|4.8|2.0|4500.0|178.0
489|LAKHOTA TALAV|GUJARAT|28.3|6.8|8.0|1870.0|13.0|1.0|4.0|29.0
490|NaNRSINHMEHTA TALAV|GUJARAT|28.5|7.1|7.5|2100.0|21.0|1.0|4.0|95.0
499|OLPAD, VILLAGE POND OLPAD, SURAT|GUJARAT|29.0|5.9|7.8|1453.0|7.3|6.45|30.0|7.0
500|THOL TANK (KALOL) (DIST MEHSANaN)|GUJARAT|27.8|2.4|8.0|351.0|6.6|6.22|24.0|959.0
501|UPPER LAKE AT BHOPAL (INTAKE POINT), M.P.|MADHYA PRADESH|26.0|8.3|8.3|270.0|2.1|3.0|4.0|87.0
502|LOWER LAKE AT BHOPAL OUTLET M.P.|MADHYA PRADESH|25.7|9.1|8.0|461.0|5.5|1.06|7.0|363.0
503|MULTAI TANK LAKE AT VILLA. KHARI ON BETUL-AMRAVATI ROAD M.P.|MADHYA PRADESH|25.0|5.8|7.7|872.0|1.9|12.0|7.0|170.0
504|KHANDARI RESERVOIR WATER OFF TAKE POINT|MADHYA PRADESH|22.0|7.6|7.5|408.0|2.0|1.92|7.0|55.0
505|PERIAT TANK JABALPUR|MADHYA PRADESH|22.0|6.8|7.5|428.0|2.1|2.0|13.0|82.0
506|GOVINDGARH TANK|MADHYA PRADESH|29.2|7.5|7.4|59.0|3.1|5.0|26.0|364.0
507|SHAHPURA LAKE AT WEIR NEAR AYUSHMAN HOSPITAL, BHOPAL|MADHYA PRADESH|27.0|7.6|7.9|680.0|6.4|17.0|8.0|382.0
508|UPPER LAKE AT YATCH CLUB|MADHYA PRADESH|26.1|8.2|8.3|263.0|2.3|3.0|4.0|97.0
509|UPPER LAKE AT KARBALA CLUB|MADHYA PRADESH|26.8|8.2|8.2|277.0|2.2|2.0|4.0|88.0
510|UPPER LAKE AT BAIRAGARH CLUB|MADHYA PRADESH|25.4|7.1|8.1|273.0|2.2|4.0|4.0|94.0
511|KERWA DAM NEAR REST HOUSE, BPL|MADHYA PRADESH|26.7|7.3|7.9|301.0|1.8|6.66|3.0|93.0
512|JANUNIA TALAB NEAR W/S|MADHYA PRADESH|22.5|4.4|7.7|464.0|4.4|12.0|5.0|260.0
513|HANUMANTAL JABALPUR|MADHYA PRADESH|22.3|7.3|7.9|502.0|7.6|2.0|12.0|121.0
514|RANITAL TALAB, JABALPUR|MADHYA PRADESH|22.5|7.4|7.7|495.0|5.0|3.0|5.0|200.0
515|MOTI TALAB AT BALAGHAT|MADHYA PRADESH|22.1|6.9|7.5|448.0|4.3|2.0|8.0|49.0
519|PICHOLA LAKE AT UDAIPUR (WATER INTAKE POINT), RAJASTHAN|RAJASTHAN|23.8|5.3|8.2|572.0|1.5|1.0|7.0|65.0
520|UDAISAGAR LAKE AT UDAIPUR (INTAKE PT.) RAJASTHAN|RAJASTHAN|23.9|4.6|8.4|1463.0|3.2|1.0|16.0|557.0
521|PUSHKAR LAKE, RAJASTHAN|RAJASTHAN|19.9|4.7|8.2|321.0|1.5|1.0|12.0|242.0
522|FATEH SAGAR LAKE AT UDAIPUR INTAKE POINT OF PHED,RAJASTHAN|RAJASTHAN|24.3|5.0|8.4|583.0|1.2|1.0|4.0|12.0
523|KAYALANaN JHEEL JODHPUR, RAJASTHAN|RAJASTHAN|23.2|8.4|8.3|300.0|1.0|2.0|5.0|21.0
524|NaNKKI LAKE, MT. ABU, RAJASTHAN|RAJASTHAN|21.7|5.7|8.0|295.0|1.1|1.0|5.0|9.0
525|LAKE JET SAGAR, BUNDI, RAJASTHAN|RAJASTHAN|26.1|4.5|7.9|483.0|1.5|1.0|5.0|15.0
526|JAISAMAND LAKE, ALWAR, RAJASTHAN|RAJASTHAN|24.4|5.0|8.0|314.0|1.9|2.0|4.0|7.0
527|LAKE SILISERH, ALWAR, RAJASTHAN|RAJASTHAN|30.3|5.1|7.9|266.0|0.9|1.08|4.0|7.0
528|LAKE RAJSAMAND, RAJSAMAND- POINT NO. 1, RAJSAMAND, RAJASTHAN|RAJASTHAN|21.3|5.0|8.6|604.0|1.2|2.29|4.0|11.0
529|LAKE RAJSAMAND, RAJSAMAND- POINT NO. 2, RAJSAMAND, RAJASTHAN|RAJASTHAN|21.2|4.9|8.6|593.0|1.1|1.0|4.0|7.0
530|GAPE- SAGAR LAKE, DUNGARPUR, RAJASTHAN|RAJASTHAN|23.2|4.4|8.1|538.0|1.2|1.0|5.0|14.0
531|LAKE JAISAMAND, SALUMBER, UDAIPUR, POINT NO. 1, RAJASTHAN|RAJASTHAN|22.9|5.6|8.4|591.0|1.1|3.0|4.0|8.0
532|LAKE JAISAMAND, SALUMBER, UDAIPUR, POINT NO. 2, RAJASTHAN|RAJASTHAN|22.9|5.8|8.5|588.0|1.2|3.0|4.0|6.0
533|LODHA TALAB, BANSWARA- DUNGARPUR ROAD, BANSWARA, RAJASTHAN|RAJASTHAN|28.7|4.1|7.9|1133.0|2.3|2.0|7.0|67.0
534|JALMAHAL, JAIPUR, RAJASTHAN|RAJASTHAN|24.3|3.5|8.9|2004.0|6.5|1.0|13.0|248.0
600|ACHENKOIL AT THUMPAMON, KERALA|KERALA|25.1|6.7|7.5|85.0|1.4|1.0|183.0|420.0
601|ACHENKOIL AT CHENNITHULA, KERALA|KERALA|24.6|5.8|7.4|77.0|1.4|0.8|285.0|691.0
602|ACHENKOIL AT KALLARAKADAVU, PATHANaNMTHITTA|KERALA|25.7|6.6|7.5|75.0|1.4|0.7|183.0|448.0
603|ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE), PATHANaNMTHITTA|KERALA|24.8|6.7|7.5|82.0|1.4|1.0|161.0|443.0
604|R ANCHARAKANDY AT MERUVAMBA|KERALA|27.3|6.7|6.9|56.0|0.9|0.2|82.0|172.0
605|R ANCHARAKANDY AT MERUVAMBA|KERALA|27.5|6.5|6.7|2240.0|1.2|0.2|136.0|304.0
606|R AYROOR AT AYROOR BRIDGE|KERALA|25.2|6.3|6.9|73.0|1.6|0.0|787.0|2008.0
607|R BHARATHAPUZHA AT KUTTIPPURAM|KERALA|29.9|7.0|7.4|130.0|0.7|0.1|301.0|590.0
608|R BHARATHAPUZHA AT PATTAMBI|KERALA|29.8|6.6|7.7|191.0|1.6|0.2|362.0|661.0
609|CHALAKUDY AT PULICKALKANaNDAVU, KERALA|KERALA|27.8|6.9|6.9|134.0|1.1|0.4|249.0|531.0
610|CHALIYAR AT KOOLIMADU, KERALA|KERALA|26.7|7.0|7.5|80.0|0.8|0.4|2573.0|3583.0
611|CHALIYAR AT CHUNGAPALLY, KERALA|KERALA|25.8|6.7|7.4|14526.0|0.8|0.6|1411.0|1969.0
612|CHALIYAR AT NILAMBUR, MALAPPURAM|KERALA|26.4|7.2|7.4|82.0|0.7|0.5|840.0|1311.0
613|CHANDRAGIRI AT PADIYATHADKA, KERALA|KERALA|29.8|7.5|7.2|67.0|1.1|0.1|76.0|590.0
614|CHITRAPUZHA AT IRUMPANaNM, KERALA|KERALA|28.6|3.0|6.6|965.0|1.7|1.2|247.0|530.0
615|R CORAPUZHA AT KANaNYANKODE|KERALA|26.9|5.9|7.4|17990.0|0.7|0.5|1888.0|2803.0
616|R ITHIKKARA AT AYUR, KERALA|KERALA|26.0|6.7|7.5|90.0|1.6|0.9|199.0|473.0
617|R ITHIKKARA AT ITHIKKARA|KERALA|23.6|6.1|7.4|4429.0|2.0|1.6|243.0|550.0
618|R KADALUNDI AT THIRURANGADY, KERALA|KERALA|30.3|6.7|6.9|87.0|1.7|0.2|155.0|350.0
619|R KADALUNDI AT HAJIRAPPALLY|KERALA|30.7|6.9|6.8|85.0|1.6|0.2|82.0|206.0
620|R KADAMBAYAR AT BRAHMAPURAM|KERALA|28.7|2.1|6.8|101.0|1.6|0.8|431.0|694.0
621|R KADAMBAYAR AT MANCKAKADAVU|KERALA|28.2|2.5|6.9|83.0|1.9|0.3|353.0|656.0
622|KALLADA AT PERUMTHOTTAMKADAVU, PUNaNLOOR, KERALA|KERALA|24.8|7.2|7.6|75.0|1.4|1.0|188.0|426.0
623|R KALLAI AT KALLAI BRIDGE|KERALA|26.3|3.7|7.7|32005.0|1.2|0.9|40000.0|60392.0
624|KALPATHI PUZHA AT KALPATHI, PALAKKAD|KERALA|29.2|6.1|7.6|281.0|1.2|0.7|384.0|718.0
625|KARAPUZHA DAM AT WAYANaND|KERALA|26.6|6.7|7.6|106.0|0.5|2.5|44.0|71.0
626|R KARINGODE AT KAKKADAVU,  KERALA|KERALA|30.4|7.6|7.1|58.0|1.2|0.1|163.0|961.0
627|KARAMANaN AT MOONNaNTTUMUKKU, KERALA|KERALA|25.5|1.9|7.7|2941.0|26.9|2.8|10875.0|37375.0
628|RIVER KARAMANaN AT ARUVIKARA, THIRUVANaNTHAPURAM|KERALA|25.1|7.4|7.0|35.0|0.1|0.0|165.0|409.0
629|R KARUVANNURR AT KARUVANNUR BRIDGE|KERALA|28.9|6.4|7.2|63.0|1.3|0.4|121.0|535.0
630|R KAVVAI AT KUTTIYOL PALAM|KERALA|28.8|5.4|6.7|65.0|1.1|0.3|60.0|144.0
631|R KEECHERI AT VADAKKANCHERY BRIDGE|KERALA|29.3|5.6|7.3|90.0|1.6|0.4|268.0|705.0
632|R KORAYAR AT KANJIKODE|KERALA|29.5|7.1|8.0|728.0|1.2|0.4|374.0|697.0
633|R KUPPAM AT THALIPARAMBA, KERALA|KERALA|28.4|5.9|6.8|13953.0|1.5|0.4|70.0|166.0
634|R KUPPAM AT RAYAROM|KERALA|26.9|7.4|6.9|57.0|1.1|0.3|70.0|159.0
635|R KUTTIYADE AT KUTTIYADY ESTATE, KERALA|KERALA|25.8|7.2|7.2|41.0|0.7|0.2|441.0|658.0
636|R MAHE AT VALAYAM, KERALA|KERALA|26.6|6.5|7.4|71.0|0.6|0.3|4192.0|7018.0
637|R MAMOM AT MAMOM BRIDGE|KERALA|25.3|6.8|7.1|81.0|0.8|0.0|389.0|1268.0
638|MANIMALA  AT KALLOOPARA, KERALA|KERALA|28.2|6.8|6.9|68.0|1.7|0.1|449.0|660.0
639|MANIMALA AT THONDRA, KERALA|KERALA|28.5|6.6|7.0|70.0|1.4|0.1|550.0|822.0
640|MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANaND|KERALA|27.6|6.4|7.7|100.0|0.6|0.9|56.0|88.0
641|R MANJESWAR AT BAJRAKKARA BR.|KERALA|29.0|7.3|6.9|96.0|1.9|0.2|89.0|825.0
642|MEENaNCHIL AT KIDANGOOR, KERALA|KERALA|27.5|6.8|6.6|49.0|0.5|0.4|1719.0|2950.0
643|R MOGRAL AT MOGRAL BR.|KERALA|30.0|5.6|7.2|24360.0|2.1|0.3|92.0|447.0
644|MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA|KERALA|27.8|6.9|6.8|59.0|0.6|0.5|1916.0|3375.0
645|R NEELASWARAM AT NaNMBIARKAL DAM|KERALA|30.2|7.1|6.8|14410.0|1.8|0.1|65.0|468.0
646|R NEELESWARAM AT HOSDURG, KERALA|KERALA|30.8|6.2|7.2|22757.0|1.5|0.1|98.0|542.0
647|R NEYYAR AT AMARAVILA, KERALA|KERALA|25.3|6.7|7.1|66.0|0.6|0.0|222.0|626.0
648|R NEYYAR AT ARUVIPURAM|KERALA|25.3|7.2|7.0|59.0|0.6|0.0|165.0|433.0
649|R PALLICKAL AT NELLIMUKAL|KERALA|25.8|6.0|7.6|120.0|1.3|1.1|212.0|523.0
650|PAMBA AT CHENGANNUR, KERALA|KERALA|27.2|5.2|6.8|55.0|0.6|0.7|171.0|313.0
651|PAMBA AT THAKAZHY, KERALA|KERALA|28.1|4.8|6.8|86.0|0.7|0.8|208.0|332.0
652|PAMBA DOWN, KERALA|KERALA|28.3|3.9|6.9|62.0|0.5|0.7|155.0|284.0
653|PERIYAR NEAR ALWAYENaNELOOR, KERALA|KERALA|28.1|5.0|6.9|3185.0|1.8|0.4|290.0|667.0
654|PERIYAR AT KALADY, KERALA|KERALA|27.7|7.0|7.0|36.0|1.1|0.2|276.0|541.0
655|PERIYAR AT SEWAGE DISCHARGE POINT, KERALA|KERALA|28.0|6.3|6.9|64.0|1.2|0.3|381.0|815.0
656|RIVER PERIYAR AT MUPPATHADAM|KERALA|28.2|6.2|6.9|86.0|1.3|0.2|372.0|1007.0
657|RIVER PERIYAR AT PATHALAM|KERALA|28.0|5.7|6.8|2640.0|1.9|0.5|385.0|759.0
658|R PERIYAR AT KALAMASSERY|KERALA|28.1|5.7|6.9|53.0|3.1|0.4|574.0|1205.0
659|R PERIYAR AT PURAPPALLIKAVU|KERALA|28.1|6.6|7.1|2007.0|1.3|0.2|356.0|785.0
660|PERIYAR AT KWA INTAKENaN ALUVA, ERNaNKULAM|KERALA|28.1|6.6|7.0|46.0|1.3|0.3|228.0|472.0
661|R PERUVAMBA AT CHANDAPPURA|KERALA|27.3|6.5|6.5|43.0|0.9|0.4|87.0|188.0
662|R PULLUR AT PULLUR BR.|KERALA|28.3|6.7|6.3|54.0|0.9|0.1|136.0|610.0
663|R PUZHACKAL AT PUZHACKAL BRIDGE|KERALA|29.1|4.3|7.2|113.0|1.8|0.4|188.0|796.0
664|R RAMAPURAM AT RAMAPURAM BRIDGE|KERALA|28.7|4.6|6.7|12561.0|1.5|0.6|72.0|171.0
665|R SHRIYA AT ANGADIMOGARU|KERALA|28.5|7.7|6.9|61.0|1.6|0.0|88.0|554.0
666|R THALLASSERY AT PATHIPPALAM|KERALA|26.6|5.8|6.5|61.0|1.0|0.4|70.0|151.0
667|R THIRUR AT THALAKKADATHUR BRIDGE|KERALA|31.0|4.5|6.9|1614.0|2.1|0.6|131.0|230.0
668|R UPPALA AT  UPPALA BR.|KERALA|30.5|6.9|7.2|20950.0|1.3|0.2|113.0|643.0
669|RIVER VALAPATTANaNM AT PARASSINIKADAVU, KANNUR|KERALA|28.8|6.6|7.0|14487.0|0.9|0.3|55.0|103.0
670|VAMANaNPURAM, KERALA|KERALA|25.3|6.9|7.5|54.0|0.6|0.0|319.0|1633.0
671|NaNGAVALLI AT THOTAPALLI REGULATOR, A.P.|ANDHRA PRADESH|25.9|5.5|7.6|569.0|1.3|0.9|18.0|141.0
672|RIVER VAMSHADHARA, KALINGAPATNaNM,VIZIANaNGARAM|ANDHRA PRADESH|26.5|5.4|7.8|310.0|0.8|2.4|7.0|107.0
673|U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.|ANDHRA PRADESH|18.9|7.1|7.8|516.0|0.7|0.5|2.0|1238.0
674|D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.|ANDHRA PRADESH|20.5|6.9|8.0|505.0|0.9|0.7|2.0|1563.0
675|KALI AT D/S WEST COAST PAPER MILL, KARNaNTAKA|KARNaNTAKA|27.1|7.3|7.3|109.0|2.4|3.4|18.0|65.0
676|KALI AT U/S OF WCPM, DANDELI, KARNaNTAKA|KARNaNTAKA|26.3|7.5|7.5|83.0|2.1|2.0|22.0|74.0
677|KUMARADHARA NaN U/S OF UPPINaNGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI|KARNaNTAKA|29.1|6.4|7.2|102.0|1.0|0.0|137.0|1223.0
678|NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT|KARNaNTAKA|28.4|6.5|7.1|92.0|1.0|0.0|155.0|1342.0
679|BUDHABALANGA, D/S OF BARIPADA TOWN|ODISHA|24.7|7.7|7.9|232.0|1.3|0.8|30790.0|40500.0
680|BUDHABALANGA AT BALASORE D/S|ODISHA|24.4|7.5|7.8|519.0|2.1|0.7|38700.0|53556.0
681|RIVER KERANDI(INTAKE WELL OF NaNLCO REFINaNRY, HAL, SUNaNBEDA)|ODISHA|22.7|7.3|7.2|103.0|0.7|1.7|4871.0|13810.0
682|NaNGAVALLI AT PENTA U/S, JAYKAYPUR TOWN|ODISHA|24.8|7.4|7.9|196.0|0.7|0.6|5323.0|15213.0
683|NaNGAVALLI AT JAYKAYPUR D/S, ODISHA|ODISHA|24.0|7.4|7.8|244.0|1.9|1.0|20880.0|12473.0
684|NaNGAVALLI AT RAYAGADA D/S, ODISHA|ODISHA|22.8|7.5|8.0|243.0|1.7|0.9|8780.0|30319.0
685|RUSHIKULYA AT GANJAM U/S, ODISHA|ODISHA|26.8|7.2|8.0|296.0|1.5|0.7|1468.0|4314.0
686|RUSHIKULYA AT GANJAM D/S, ODISHA|ODISHA|27.4|6.6|7.8|25034.0|1.5|0.9|1671.0|4224.0
687|VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINaN PROJECT)|ODISHA|25.3|7.5|7.9|194.0|1.0|1.0|2906.0|8559.0
688|VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY)|ODISHA|27.1|7.4|7.9|170.0|0.8|0.9|4948.0|16709.0
694|PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNaNDU|TAMILNaNDU|29.3|6.5|7.4|1063.0|2.0|0.6|177.0|374.0
695|TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINaNSAM,TAMILNaNDU|TAMILNaNDU|22.8|6.8|6.6|63.0|2.9|0.1|11.0|36.0
696|TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNaNDU|TAMILNaNDU|24.5|6.6|6.4|101.0|2.5|0.2|13.0|41.0
697|TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNaNDU.|TAMILNaNDU|25.5|6.6|6.5|136.0|2.5|0.2|13.0|45.0
698|TAMBIRAPARANI AT MURAPPANaNDU, TAMILNaNDU|TAMILNaNDU|29.0|6.7|6.9|226.0|2.2|0.2|12.0|38.0
699|TAMBIRAPARANI AT PAPPANKULAM,TAMILNaNDU|TAMILNaNDU|23.8|6.7|6.3|72.0|2.7|0.2|9.0|32.0
700|TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNaNDU|TAMILNaNDU|22.8|6.7|6.4|61.0|4.6|0.1|10.0|34.0
701|TAMBIRAPARANI AT ARUMUGANERI, TAMILNaNDU|TAMILNaNDU|29.0|6.6|7.2|1300.0|2.7|0.2|21.0|60.0
702|TAMBIRAPARANI AT ERAL, THOTHUKUDI, TAMILNaNDU|TAMILNaNDU|29.0|6.7|7.0|461.0|2.5|0.1|17.0|51.0
703|TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI, TAMILNaNDU|TAMILNaNDU|23.0|6.6|6.2|69.0|2.5|0.1|11.0|38.0
704|TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANaNICUT, TIRUNELVELI, TAMILNaNDU|TAMILNaNDU|29.0|6.8|6.9|241.0|2.5|0.1|14.0|48.0
705|TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI, TAMILNaNDU|TAMILNaNDU|25.7|6.5|6.6|159.0|2.4|0.2|11.0|41.0
706|TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI, TAMILNaNDU|TAMILNaNDU|25.7|6.6|6.7|170.0|2.5|0.2|10.0|34.0
707|VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT, TAMILNaNDU|TAMILNaNDU|24.3|0.9|7.6|2039.0|104.5|0.9|272521616.0|511090873.0
733|BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS|MEGHALAYA|25.5|7.2|7.5|119.0|2.3|3.8|33.0|74.0
734|BUGI RIVER AT DALU, SOUTH GARO HILLS|MEGHALAYA|25.1|7.2|7.5|120.0|2.3|4.1|31.0|67.0
735|DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS|MEGHALAYA|25.2|7.5|7.3|82.0|1.8|2.8|30.0|70.0
