STATION CODE,DO,pH,CONDUCTIVITY,BOD,NITRATE_N_NITRITE_N,TOTAL_COLIFORM
3459.0,5.8,7.3,107.0,0.9,0.88,343.0
2307.0,7.1,7.2,85.0,0.8,0.31,184.0
1339.0,6.8,7.1,58.0,0.7,0.46,3460.0
2304.0,5.7,7.3,13197.0,1.5,0.35,144.0
43.0,6.7,7.1,58.0,1.2,0.39,1739.0
2302.0,7.0,6.9,3453.0,0.9,0.17,278.0
1570.0,6.5,7.0,14369.0,1.3,0.27,175.0
1563.0,6.6,7.3,70.0,1.4,0.39,1875.0
2284.0,7.0,7.3,60.0,0.8,0.18,1813.0
2288.0,6.3,7.2,97.0,0.8,0.56,880.0
1156.0,6.0,7.0,63.0,1.1,1.04,493.0
1341.0,4.4,7.1,113.0,1.5,1.17,722.0
1565.0,4.5,7.2,79.0,1.0,1.04,537.0
17.0,5.1,6.9,1789.0,2.1,0.68,1946.0
18.0,7.5,7.2,36.0,1.1,0.27,1134.0
1338.0,6.8,7.0,59.0,1.3,0.32,2267.0
2333.0,6.8,6.9,114.0,1.4,0.23,1785.0
2334.0,5.9,6.8,1108.0,2.2,0.62,1520.0
2335.0,4.9,6.7,88.0,2.2,0.28,2200.0
2336.0,6.8,6.9,1686.0,1.4,0.25,1223.0
3468.0,7.1,6.9,45.0,1.2,0.29,1636.0
2300.0,6.9,6.6,56.0,1.1,0.3,542.0
2303.0,6.5,6.3,49.0,1.0,0.22,323.0
2290.0,4.9,6.6,169.0,2.1,0.76,1241.0
2299.0,4.2,6.5,19575.0,1.4,0.39,528.0
2305.0,6.9,7.1,63.0,0.9,0.16,336.0
2296.0,6.6,6.7,69.0,0.8,0.38,464.0
2292.0,4.5,6.6,6381.0,2.1,0.34,435.0
2306.0,6.2,7.2,9326.0,1.3,0.22,141.0
3473.0,6.6,7.1,15158.0,1.1,0.26,810.0
1442.0,6.3,7.3,74.0,1.2,0.29,1813.0
1448.0,6.0,7.6,429.0,1.1,1.1,362.0
2352.0,6.0,7.8,308.0,1.1,1.47,343.0
3080.0,5.8,7.4,505.0,0.6,0.73,1517.0
3081.0,6.1,7.5,465.0,0.5,0.34,1458.0
1444.0,6.4,7.1,183.0,2.3,0.62,398.0
2780.0,7.1,7.4,135.0,1.9,0.72,995.0
1894.0,6.7,7.2,103.0,1.0,,70.0
1892.0,6.8,7.1,106.0,1.0,,137.0
2423.0,7.8,7.9,213.0,1.5,0.35,15083.0
2424.0,7.7,8.1,312.0,2.0,0.75,32017.0
2425.0,6.9,7.6,99.0,1.6,1.39,5395.0
2422.0,7.3,8.0,230.0,1.6,0.69,4348.0
1642.0,6.8,8.1,264.0,2.6,1.16,5142.0
1643.0,7.2,8.1,272.0,3.1,1.46,4586.0
1455.0,8.0,8.3,312.0,1.4,0.73,4319.0
1456.0,8.2,8.0,19595.0,2.0,0.94,1116.0
2426.0,7.0,8.0,199.0,1.8,1.11,3573.0
2427.0,7.2,8.1,201.0,1.6,0.36,2324.0
1685.0,6.8,7.8,505.0,2.1,0.02,
2444.0,6.5,7.9,11170.0,3.0,0.3,
2442.0,6.9,7.4,4990.0,3.0,0.37,
2443.0,6.8,8.1,1516.0,,0.28,
2445.0,6.0,7.3,44600.0,,0.23,
1450.0,6.8,7.5,890.0,2.1,0.51,589.0
1159.0,7.3,7.6,160.0,1.9,0.06,89.0
1160.0,7.0,7.7,111.0,2.2,0.08,131.0
1161.0,6.7,7.7,139.0,3.1,0.22,300.0
1162.0,7.2,7.2,288.0,2.1,0.14,91.0
1328.0,7.0,7.1,95.0,1.9,0.08,118.0
1329.0,7.0,7.5,84.0,1.7,0.06,87.0
1330.0,7.4,7.0,3101.0,15.6,0.15,174.0
3025.0,7.2,7.3,510.0,2.9,0.08,123.0
3026.0,7.1,7.4,88.0,1.8,0.07,90.0
3027.0,7.2,6.9,338.0,3.8,0.07,104.0
3028.0,6.7,7.6,162.0,3.3,0.16,249.0
3029.0,6.7,7.6,182.0,4.1,0.15,251.0
3023.0,0.2,7.2,2219.0,185.8,1.75,300000000.0
1885.0,6.8,8.0,414.0,3.1,0.88,
1023.0,5.5,7.4,635.0,8.8,5.08,5500.0
1024.0,5.5,7.4,1051.0,25.0,6.8,63000.0
1295.0,5.3,7.3,636.0,9.9,5.0,10000.0
1473.0,5.1,7.4,993.0,21.9,6.63,57750.0
1698.0,5.3,7.5,632.0,13.5,5.08,34750.0
1699.0,4.9,7.4,973.0,17.5,4.77,40667.0
1700.0,4.3,7.5,1156.0,24.5,7.65,65000.0
1701.0,4.8,7.4,904.0,26.0,8.6,55000.0
1702.0,5.1,7.4,1110.0,16.0,14.85,12000.0
1703.0,5.3,7.4,1290.0,26.9,8.1,66250.0
1704.0,4.9,7.4,990.0,27.8,6.78,40500.0
1705.0,5.2,7.4,914.0,20.5,6.18,29500.0
1025.0,6.4,7.9,1808.0,21.0,5.9,
1026.0,6.6,7.8,1302.0,18.0,,
1887.0,6.4,8.0,1286.0,19.5,,
1718.0,4.8,7.5,280.0,2.4,0.72,4.0
1871.0,7.7,7.4,344.0,1.2,0.37,19.0
2624.0,7.3,7.0,310.0,1.4,0.38,22.0
2625.0,7.1,7.7,303.0,1.5,0.34,23.0
1884.0,3.3,7.5,1630.0,185.0,1.75,
1870.0,6.2,7.5,788.0,41.5,4.08,235.0
2947.0,6.0,8.3,468.0,1.4,0.43,16.0
1717.0,5.9,7.3,234.0,1.5,0.36,12.0
2948.0,6.4,8.0,527.0,1.2,0.35,21.0
2949.0,5.9,7.9,796.0,1.5,0.48,14.0
3305.0,7.3,7.4,388.0,2.1,0.58,46.0
3383.0,7.7,7.2,95.0,1.8,2.67,50.0
3384.0,7.6,7.2,92.0,2.5,2.41,45.0
3380.0,9.9,7.2,65.0,1.5,2.31,55.0
1632.0,7.6,7.4,93.0,2.1,2.89,408.0
1428.0,5.5,2.9,568.0,6.8,1.12,33.0
3369.0,7.6,7.0,42.0,1.3,3.01,27.0
3370.0,7.7,7.1,45.0,1.4,2.89,22.0
3371.0,8.3,7.0,59.0,1.7,2.86,33.0
3375.0,6.9,2.6,1072.0,3.2,1.17,21.0
3376.0,7.7,6.3,250.0,2.1,3.88,326.0
3381.0,8.8,7.3,37.0,1.5,1.62,35.0
3382.0,7.3,7.3,72.0,2.0,1.65,36.0
3377.0,7.5,7.0,38.0,1.7,2.2,40.0
3378.0,7.8,7.1,44.0,1.6,2.62,33.0
1631.0,7.0,7.0,100.0,2.4,3.03,2600.0
3379.0,7.5,6.3,52.0,1.7,0.82,21.0
3367.0,6.4,6.9,61.0,2.6,3.88,538.0
3368.0,7.5,7.1,39.0,1.4,2.88,22.0
3372.0,8.0,7.1,41.0,1.4,3.35,25.0
1633.0,7.9,7.3,93.0,1.7,5.02,418.0
3353.0,7.5,6.9,69.0,1.9,4.92,49.0
3354.0,7.9,7.2,46.0,1.7,2.72,45.0
3355.0,8.0,7.2,42.0,1.4,2.47,31.0
3356.0,7.7,7.1,101.0,1.5,3.42,43.0
3350.0,7.2,7.1,49.0,1.6,2.86,40.0
3351.0,8.2,7.1,49.0,1.2,2.81,32.0
3352.0,7.8,7.1,58.0,1.5,2.97,43.0
3359.0,3.9,7.1,235.0,16.9,16.61,23000.0
3360.0,4.9,7.1,182.0,14.2,11.61,15500.0
3361.0,2.7,7.1,281.0,35.4,14.84,62667.0
3362.0,2.5,7.1,382.0,37.2,11.81,87167.0
3357.0,8.0,7.0,48.0,1.4,3.8,41.0
3358.0,8.4,7.1,48.0,1.2,3.08,45.0
3363.0,6.8,6.6,49.0,1.9,3.07,38.0
3364.0,2.1,7.0,286.0,45.6,10.61,84500.0
3365.0,4.0,7.1,194.0,22.4,10.47,45250.0
1427.0,7.7,7.2,107.0,6.6,3.02,425.0
3366.0,7.6,7.1,51.0,2.0,2.6,81.0
3373.0,7.7,7.1,46.0,1.6,3.93,22.0
3374.0,7.7,7.1,49.0,1.9,3.89,26.0
2050.0,6.5,7.4,297.0,1.0,0.13,438.0
2051.0,6.3,7.5,287.0,0.9,0.14,204.0
2052.0,6.5,7.2,375.0,1.1,0.17,625.0
2053.0,6.9,6.9,349.0,1.1,0.18,503.0
1403.0,6.6,7.8,165.0,1.6,,316.0
1404.0,6.4,8.0,155.0,3.9,0.5,516.0
1726.0,6.5,8.0,168.0,4.2,0.99,616.0
2460.0,4.6,8.0,23576.0,158.8,6.88,46.0
1150.0,7.1,7.3,212.0,1.4,0.84,6.0
1246.0,5.0,8.3,12771.0,4.1,1.48,30.0
1860.0,6.7,8.0,304.0,1.5,0.18,3550.0
1861.0,5.8,7.7,1315.0,2.5,0.22,6800.0
1862.0,5.9,7.6,36593.0,3.9,0.07,3200.0
1865.0,7.6,7.7,1291.0,10.0,0.34,77.0
1148.0,6.0,7.7,18865.0,3.6,3.12,2450.0
1435.0,4.3,8.4,605.0,6.5,1.68,15.0
1149.0,3.7,8.2,600.0,4.3,1.66,20.0
1438.0,4.6,7.2,729.0,4.0,0.33,2300.0
1399.0,6.8,6.5,43.0,1.1,0.42,178.0
1475.0,6.6,7.0,59.0,1.1,0.27,113.0
1400.0,6.0,6.2,106.0,1.5,0.28,166.0
1476.0,5.9,6.6,516.0,1.1,0.18,169.0
1543.0,7.3,6.1,87.0,0.9,0.33,169.0
1548.0,7.3,5.9,74.0,1.5,0.22,163.0
2276.0,6.7,6.3,127.0,2.0,0.44,149.0
2275.0,6.8,6.2,226.0,1.6,0.18,151.0
1546.0,7.1,5.9,93.0,1.8,0.28,131.0
2270.0,7.4,6.2,76.0,1.3,0.41,133.0
2272.0,7.3,6.2,113.0,1.2,0.33,137.0
1545.0,7.3,5.9,100.0,1.3,0.27,173.0
2274.0,6.0,5.9,273.0,1.8,0.31,171.0
2271.0,6.1,6.5,201.0,2.0,0.43,149.0
2273.0,6.2,6.3,245.0,1.8,0.31,135.0
1547.0,7.0,6.5,75.0,0.9,0.22,166.0
1544.0,7.3,6.0,74.0,1.6,0.11,181.0
2651.0,7.1,7.9,108.0,3.3,0.42,137.0
2653.0,7.0,8.0,129.0,3.5,0.49,105.0
2654.0,7.0,8.0,130.0,3.3,0.46,93.0
1092.0,5.7,7.4,2323.0,6.3,1.47,541.0
2670.0,5.9,7.6,462.0,4.9,2.47,63.0
1152.0,7.0,7.7,107.0,3.8,0.4,285.0
2198.0,6.2,7.4,299.0,5.1,0.95,401.0
2671.0,5.9,7.8,33259.0,6.8,1.61,228.0
2672.0,7.2,7.9,77.0,3.2,0.42,282.0
2168.0,3.2,7.4,28018.0,46.0,1.67,1164.0
2676.0,6.8,7.8,350.0,2.6,1.99,72.0
1151.0,6.9,7.5,133.0,3.2,0.55,409.0
1462.0,6.9,7.5,143.0,3.4,0.54,307.0
2685.0,6.1,6.9,609.0,4.2,3.1,135.0
2686.0,6.8,7.4,129.0,3.2,0.86,133.0
2687.0,6.7,7.4,130.0,3.2,0.75,124.0
2688.0,6.6,7.4,130.0,5.0,0.74,158.0
2689.0,6.7,7.5,120.0,3.6,0.73,226.0
2696.0,7.1,7.9,139.0,3.2,0.45,147.0
2199.0,6.0,7.4,13925.0,59.1,3.08,116.0
2701.0,6.7,7.7,274.0,2.3,2.04,88.0
2702.0,6.3,7.9,326.0,2.5,2.32,71.0
2703.0,6.3,7.9,7392.0,2.4,6.41,71.0
2704.0,6.3,7.7,12051.0,4.4,5.37,102.0
2706.0,7.0,8.3,162.0,3.8,0.48,90.0
2707.0,7.0,8.3,212.0,3.6,0.44,90.0
2708.0,7.1,8.3,227.0,3.2,0.48,124.0
2709.0,6.8,8.2,314.0,4.3,0.45,69.0
1093.0,6.8,7.8,151.0,3.4,0.5,740.0
1094.0,7.0,7.8,123.0,3.4,0.44,100.0
2162.0,6.9,7.8,139.0,3.3,0.76,169.0
2712.0,6.8,8.2,313.0,4.0,0.49,99.0
2164.0,6.7,7.8,215.0,2.5,0.83,51.0
2713.0,6.7,7.8,204.0,2.5,0.77,68.0
2714.0,6.9,7.7,205.0,2.2,0.93,55.0
1342.0,7.1,6.9,72.0,0.5,0.25,641.0
1443.0,6.6,6.9,70.0,0.9,0.49,495.0
2297.0,6.9,7.1,52.0,0.8,0.18,520.0
2319.0,7.2,7.0,830.0,0.8,0.16,654.0
2286.0,6.3,6.9,95.0,1.3,0.99,1325.0
2331.0,7.2,7.4,164.0,0.9,0.46,2225.0
2332.0,6.9,7.5,231.0,0.8,0.55,1725.0
1154.0,6.5,6.9,101.0,1.3,0.47,1127.0
20.0,7.1,7.1,64.0,0.6,0.4,646.0
21.0,7.1,7.1,4600.0,0.6,0.35,538.0
1572.0,7.5,7.2,52.0,0.6,0.15,900.0
1573.0,2.0,6.8,265.0,2.4,2.3,5425.0
2295.0,5.6,7.0,12769.0,1.2,0.41,1650.0
1564.0,7.1,7.0,90.0,0.6,0.64,625.0
2287.0,6.1,7.0,248.0,0.8,0.66,1150.0
1566.0,6.0,7.0,94.0,1.1,0.13,370.0
2293.0,6.5,7.5,76.0,0.8,0.08,585.0
2337.0,1.5,6.6,192.0,3.6,0.92,2978.0
2338.0,2.0,6.8,79.0,2.4,0.2,1275.0
42.0,7.2,7.1,52.0,0.6,0.15,687.0
2294.0,4.0,7.5,25964.0,1.1,0.76,1588.0
1571.0,7.2,7.3,54.0,0.9,0.25,610.0
1155.0,0.8,7.1,1239.0,11.9,1.87,11000.0
2289.0,6.4,6.5,58.0,1.3,0.34,960.0
2301.0,6.3,6.8,77.0,1.2,0.16,208.0
2291.0,5.4,6.6,80.0,1.6,0.27,775.0
2326.0,5.8,7.8,666.0,1.0,0.24,1650.0
1569.0,6.6,7.2,12768.0,1.1,0.13,1412.0
2298.0,7.7,7.2,44.0,1.0,0.28,148.0
1567.0,7.1,7.0,27.0,0.4,0.11,218.0
1568.0,7.3,7.2,59.0,0.6,0.19,465.0
2285.0,7.8,7.1,119.0,0.7,0.87,1725.0
1340.0,7.3,7.1,54.0,1.3,0.41,913.0
1384.0,7.0,6.6,104.0,1.5,0.49,1000.0
2307.0,6.0,7.2,92.0,0.7,0.38,1390.0
1339.0,6.8,6.6,48.0,0.5,0.44,2025.0
2304.0,5.6,7.1,20455.0,0.6,0.58,675.0
43.0,7.0,7.0,56.0,1.1,0.43,1725.0
2302.0,6.7,6.9,2531.0,0.5,0.22,465.0
1570.0,6.2,7.2,15362.0,0.8,0.39,1303.0
1563.0,7.3,7.2,62.0,0.8,0.95,985.0
2284.0,7.6,7.2,59.0,0.6,0.65,1163.0
2288.0,6.4,6.8,83.0,0.5,0.42,575.0
1156.0,7.0,6.6,50.0,0.6,0.75,578.0
1341.0,6.7,6.8,76.0,1.2,1.21,625.0
1565.0,6.7,6.6,64.0,0.9,1.35,838.0
17.0,5.6,6.9,943.0,1.5,0.4,1925.0
18.0,7.4,7.0,38.0,0.9,0.26,1196.0
1338.0,6.7,6.9,43.0,1.0,0.3,2750.0
2333.0,7.1,7.3,48.0,1.5,0.36,1775.0
2334.0,6.2,6.8,309.0,1.6,0.39,2725.0
2335.0,5.2,6.8,61.0,1.8,0.33,2650.0
2336.0,6.8,6.9,995.0,1.1,0.24,1258.0
2300.0,6.8,6.9,52.0,0.9,0.45,198.0
2303.0,6.2,6.6,44.0,0.7,0.21,1630.0
2290.0,4.5,6.5,77.0,1.1,0.34,2675.0
2299.0,4.0,7.0,19279.0,0.9,0.03,233.0
2305.0,7.0,7.4,69.0,1.0,0.12,660.0
2296.0,6.5,6.8,58.0,0.5,0.24,1026.0
2292.0,4.6,6.9,98.0,0.6,0.11,348.0
2306.0,6.6,7.3,12327.0,0.6,0.71,2210.0
1442.0,7.1,7.0,51.0,1.0,0.78,1700.0
1448.0,6.2,7.5,371.0,1.1,1.62,528.0
2352.0,6.2,7.7,316.0,1.3,2.41,312.0
1444.0,7.3,7.1,241.0,2.9,1.17,185.0
2780.0,7.7,7.4,121.0,1.4,0.64,1255.0
1894.0,6.5,7.3,64.0,1.0,2.6,420.0
1892.0,6.9,7.4,57.0,1.0,1.28,409.0
2423.0,7.5,8.0,211.0,1.9,0.39,6858.0
2424.0,7.2,8.0,263.0,3.7,0.63,14725.0
2425.0,7.0,7.6,111.0,1.6,0.67,2743.0
2422.0,7.5,7.9,205.0,1.5,1.0,3542.0
1642.0,7.1,7.7,283.0,2.3,1.73,6692.0
1643.0,7.4,8.0,263.0,1.7,0.65,6617.0
1455.0,8.1,8.0,300.0,2.3,0.45,4569.0
1456.0,7.8,8.0,13103.0,2.1,0.59,739.0
2426.0,7.4,8.0,207.0,1.5,0.53,2872.0
2427.0,7.2,8.0,198.0,1.4,0.57,1850.0
1450.0,6.3,7.6,830.0,1.8,0.24,2020.0
1023.0,5.8,7.2,732.0,8.5,3.83,4838.0
1024.0,5.6,7.4,1322.0,15.3,15.0,41500.0
1295.0,5.4,7.3,809.0,10.0,4.2,8975.0
1473.0,5.7,7.3,1103.0,14.3,13.75,52500.0
1698.0,5.7,7.5,906.0,24.0,14.18,17625.0
1699.0,3.5,7.4,1064.0,20.0,13.2,14500.0
1700.0,3.2,7.6,1197.0,27.3,19.2,40250.0
1701.0,4.7,7.3,1383.0,32.8,16.4,42875.0
1702.0,4.8,7.4,1063.0,16.0,5.03,8025.0
1703.0,5.3,7.5,1532.0,18.3,15.8,63500.0
1704.0,5.6,7.5,1269.0,34.5,12.15,60000.0
1705.0,5.4,7.4,1194.0,22.0,8.3,35000.0
1718.0,4.8,7.9,650.0,3.2,0.68,62.0
1719.0,5.0,7.3,390.0,2.8,0.14,20.0
1871.0,8.3,7.6,334.0,1.0,0.49,16.0
2624.0,8.2,7.7,316.0,1.2,0.48,20.0
2625.0,8.3,7.6,304.0,1.2,0.51,20.0
1870.0,5.5,7.6,743.0,7.6,1.02,166.0
2948.0,5.1,7.8,657.0,1.7,0.26,23.0
1632.0,7.8,7.2,139.0,1.9,0.56,359.0
1428.0,6.5,3.1,489.0,6.1,0.52,47.0
1631.0,7.3,7.0,162.0,2.2,0.69,2633.0
1633.0,7.8,7.1,136.0,1.9,0.52,409.0
1427.0,7.7,7.1,205.0,7.0,0.84,461.0
2050.0,8.1,7.1,267.0,1.0,0.11,12.0
2051.0,8.0,7.0,278.0,1.1,0.11,18.0
2052.0,6.9,7.2,268.0,1.1,0.11,37.0
2053.0,6.8,7.1,286.0,1.3,0.11,29.0
1404.0,6.3,8.0,164.0,3.4,0.3,528.0
1726.0,6.6,7.9,196.0,4.4,0.8,648.0
2459.0,5.6,7.5,15608.0,25.0,18.73,5.0
1860.0,5.1,8.1,533.0,3.7,0.45,7500.0
1861.0,7.1,8.0,555.0,2.0,0.35,15000.0
1862.0,6.8,8.2,26600.0,3.1,0.62,23000.0
1865.0,8.1,7.6,938.0,8.6,0.4,108.0
1148.0,6.2,7.8,7778.0,2.7,0.26,6581.0
1438.0,3.2,7.7,885.0,6.3,0.51,9575.0
1633.0,8.23,7.38,143.0,1.55,3.55,360.0
1404.0,6.2,7.7,176.0,3.5,0.2,592.0
1726.0,6.3,8.0,198.0,4.2,0.3,686.0
