STATION CODE,Potability
3188.0,1
1544.0,0
2651.0,0
1461.0,0
2653.0,0
2654.0,0
1092.0,0
2670.0,1
1152.0,0
2198.0,0
2671.0,0
2672.0,0
2168.0,0
2676.0,0
